Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

09:51:25 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09:51:26 PM  1000      1617      0.00      0.00 1609952  518240  12.83  java
09:51:27 PM  1000      1617      0.00      0.00 1609952  518240  12.83  java
09:51:28 PM  1000      1617     86.96      0.00 1609952  518240  12.83  java
09:51:29 PM  1000      1617     68.89      0.00 1609952  518240  12.83  java
09:51:30 PM  1000      1617      4.21      0.00 1609952  518240  12.83  java
09:51:31 PM  1000      1617     86.81      0.00 1609952  518608  12.84  java
09:51:32 PM  1000      1617     92.31      0.00 1609952  518608  12.84  java
09:51:33 PM  1000      1617      1.06      0.00 1609952  518608  12.84  java
09:51:34 PM  1000      1617      0.00      0.00 1609952  518608  12.84  java
09:51:35 PM  1000      1617      2.11      0.00 1609952  518608  12.84  java
09:51:36 PM  1000      1617      0.00      0.00 1609952  518608  12.84  java
09:51:37 PM  1000      1617    135.48      0.00 1609952  519080  12.85  java
09:51:38 PM  1000      1617      0.00      0.00 1609952  519080  12.85  java
09:51:39 PM  1000      1617      0.00      0.00 1609952  519080  12.85  java
09:51:40 PM  1000      1617      2.04      0.00 1609952  519080  12.85  java
Average:     1000      1617     30.90      0.00 1609952  518611  12.84  java
