Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

09:46:32 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09:46:33 PM  1000      1617      0.00      0.00 1609952  514912  12.75  java
09:46:34 PM  1000      1617      0.00      0.00 1609952  514912  12.75  java
09:46:35 PM  1000      1617     63.04      0.00 1609952  515136  12.75  java
09:46:36 PM  1000      1617     38.30      0.00 1609952  515220  12.75  java
09:46:37 PM  1000      1617     43.18      0.00 1609952  515452  12.76  java
09:46:38 PM  1000      1617      5.56      0.00 1609952  515452  12.76  java
09:46:39 PM  1000      1617      6.45      0.00 1609952  515452  12.76  java
09:46:40 PM  1000      1617      9.09      0.00 1609952  515452  12.76  java
09:46:41 PM  1000      1617      5.00      0.00 1609952  515516  12.76  java
09:46:42 PM  1000      1617     16.47      0.00 1609952  515584  12.76  java
09:46:43 PM  1000      1617     51.16      0.00 1609952  515724  12.77  java
09:46:44 PM  1000      1617      2.20      0.00 1609952  515724  12.77  java
09:46:45 PM  1000      1617      1.02      0.00 1609952  515724  12.77  java
09:46:46 PM  1000      1617      0.00      0.00 1609952  515724  12.77  java
09:46:47 PM  1000      1617      0.00      0.00 1609952  515724  12.77  java
Average:     1000      1617     15.69      0.00 1609952  515447  12.76  java
