Linux 4.15.0-122-generic (bookstore) 	10/30/2020 	_x86_64_	(1 CPU)

09:28:18 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09:28:19 PM  1000      1520      0.00      0.00 1590536  460808  11.41  java
09:28:20 PM  1000      1520      0.00      0.00 1590536  460808  11.41  java
09:28:21 PM  1000      1520    664.10      0.00 1592772  462848  11.46  java
09:28:22 PM  1000      1520      6.52      0.00 1592772  462848  11.46  java
09:28:23 PM  1000      1520      1.04      0.00 1592772  462848  11.46  java
09:28:24 PM  1000      1520      2.17      0.00 1592772  462848  11.46  java
09:28:25 PM  1000      1520      7.69      0.00 1592772  462960  11.46  java
09:28:26 PM  1000      1520      0.00      0.00 1592772  462960  11.46  java
09:28:27 PM  1000      1520    102.17      0.00 1592772  463196  11.47  java
09:28:28 PM  1000      1520      2.04      0.00 1592772  463196  11.47  java
09:28:29 PM  1000      1520      0.00      0.00 1592772  463196  11.47  java
09:28:30 PM  1000      1520      0.00      0.00 1592772  463196  11.47  java
09:28:31 PM  1000      1520      0.00      0.00 1592772  463196  11.47  java
09:28:32 PM  1000      1520      0.00      0.00 1592772  463196  11.47  java
09:28:33 PM  1000      1520      2.02      0.00 1592772  463196  11.47  java
Average:     1000      1520     44.32      0.00 1592474  462753  11.46  java
