Linux 4.15.0-122-generic (bookstore) 	10/30/2020 	_x86_64_	(1 CPU)

09:26:38 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09:26:39 PM  1000      1520      8.79      0.00 1590536  460332  11.40  java
09:26:40 PM  1000      1520      0.00      0.00 1590536  460332  11.40  java
09:26:41 PM  1000      1520      2.11      0.00 1590536  460332  11.40  java
09:26:42 PM  1000      1520      4.26      0.00 1590536  460332  11.40  java
09:26:43 PM  1000      1520      3.23      0.00 1590536  460332  11.40  java
09:26:44 PM  1000      1520      8.14      0.00 1590536  460332  11.40  java
09:26:45 PM  1000      1520     11.36      0.00 1590536  460420  11.40  java
09:26:46 PM  1000      1520      3.41      0.00 1590536  460420  11.40  java
09:26:47 PM  1000      1520      1.04      0.00 1590536  460420  11.40  java
09:26:48 PM  1000      1520      6.52      0.00 1590536  460484  11.40  java
09:26:49 PM  1000      1520      0.00      0.00 1590536  460484  11.40  java
09:26:50 PM  1000      1520      0.00      0.00 1590536  460484  11.40  java
09:26:51 PM  1000      1520      0.00      0.00 1590536  460484  11.40  java
09:26:52 PM  1000      1520      0.00      0.00 1590536  460484  11.40  java
09:26:53 PM  1000      1520      0.00      0.00 1590536  460484  11.40  java
Average:     1000      1520      3.11      0.00 1590536  460410  11.40  java
