Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

11:05:59 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:06:00 PM  1000      1483    0.00    1.03    0.00    0.00    1.03     0  java
11:06:01 PM  1000      1483    0.00    1.02    0.00    0.00    1.02     0  java
11:06:02 PM  1000      1483   34.12    3.53    0.00    0.00   37.65     0  java
11:06:03 PM  1000      1483   49.41    1.18    0.00    0.00   50.59     0  java
11:06:04 PM  1000      1483   48.84    0.00    0.00    0.00   48.84     0  java
11:06:05 PM  1000      1483   43.68    0.00    0.00    0.00   43.68     0  java
11:06:06 PM  1000      1483   37.50    0.00    0.00    0.00   37.50     0  java
11:06:07 PM  1000      1483   56.10    0.00    0.00    0.00   56.10     0  java
11:06:08 PM  1000      1483   42.05    2.27    0.00    0.00   44.32     0  java
11:06:09 PM  1000      1483   98.48    0.00    0.00    0.00   98.48     0  java
11:06:10 PM  1000      1483   36.26    0.00    0.00    0.00   36.26     0  java
11:06:11 PM  1000      1483   41.38    0.00    0.00    0.00   41.38     0  java
11:06:12 PM  1000      1483   20.00    0.00    0.00    0.00   20.00     0  java
11:06:13 PM  1000      1483    0.00    0.00    0.00    0.00    0.00     0  java
11:06:14 PM  1000      1483    0.00    0.00    0.00    0.00    0.00     0  java
Average:     1000      1483   31.53    0.60    0.00    0.00   32.13     -  java
