Linux 4.15.0-124-generic (bookstore) 	12/09/2020 	_x86_64_	(1 CPU)

09:42:47 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09:42:48 PM  1000      4773     10.00      0.00 1605312  489300  12.11  java
09:42:49 PM  1000      4773      0.00      0.00 1605312  489300  12.11  java
09:42:50 PM  1000      4773      0.00      0.00 1605312  489300  12.11  java
09:42:51 PM  1000      4773      0.00      0.00 1605312  489300  12.11  java
09:42:52 PM  1000      4773      0.00      0.00 1605312  489300  12.11  java
09:42:53 PM  1000      4773      0.00      0.00 1605312  489300  12.11  java
09:42:54 PM  1000      4773      0.00      0.00 1605312  489300  12.11  java
09:42:55 PM  1000      4773      0.00      0.00 1605312  489300  12.11  java
09:42:56 PM  1000      4773      0.00      0.00 1605312  489300  12.11  java
09:42:57 PM  1000      4773      2.11      0.00 1605312  489368  12.11  java
09:42:58 PM  1000      4773      0.00      0.00 1605312  489368  12.11  java
09:42:59 PM  1000      4773      0.00      0.00 1605312  489368  12.11  java
09:43:00 PM  1000      4773      1.08      0.00 1605312  489368  12.11  java
09:43:01 PM  1000      4773      3.33      0.00 1605312  489368  12.11  java
09:43:02 PM  1000      4773      2.17      0.00 1605312  489368  12.11  java
09:43:03 PM  1000      4773      3.53      0.00 1605312  489368  12.11  java
09:43:04 PM  1000      4773      2.13      0.00 1605312  489368  12.11  java
09:43:05 PM  1000      4773      2.41      0.00 1605312  489368  12.11  java
09:43:06 PM  1000      4773      0.00      0.00 1605312  489368  12.11  java
09:43:07 PM  1000      4773      0.00      0.00 1605312  489368  12.11  java
09:43:08 PM  1000      4773     17.02      0.00 1605312  489416  12.12  java
09:43:09 PM  1000      4773      7.50      0.00 1605312  489416  12.12  java
09:43:10 PM  1000      4773      1.16      0.00 1605312  489496  12.12  java
09:43:11 PM  1000      4773      4.17      0.00 1605312  489496  12.12  java
09:43:12 PM  1000      4773      2.33      0.00 1605312  489496  12.12  java
09:43:13 PM  1000      4773      0.00      0.00 1605312  489496  12.12  java
09:43:14 PM  1000      4773      0.00      0.00 1605312  489496  12.12  java
09:43:15 PM  1000      4773      0.00      0.00 1605312  489496  12.12  java
09:43:16 PM  1000      4773      1.03      0.00 1605312  489496  12.12  java
09:43:17 PM  1000      4773      5.62      0.00 1605312  489496  12.12  java
09:43:18 PM  1000      4773      0.00      0.00 1605312  489496  12.12  java
09:43:19 PM  1000      4773      0.00      0.00 1605312  489496  12.12  java
09:43:20 PM  1000      4773      2.13      0.00 1605312  489496  12.12  java
09:43:21 PM  1000      4773      0.00      0.00 1605312  489496  12.12  java
09:43:22 PM  1000      4773      0.00      0.00 1605312  489496  12.12  java
09:43:23 PM  1000      4773      0.00      0.00 1605312  489496  12.12  java
09:43:24 PM  1000      4773      0.00      0.00 1605312  489496  12.12  java
09:43:25 PM  1000      4773      0.00      0.00 1605312  489496  12.12  java
09:43:26 PM  1000      4773      2.30      0.00 1605312  489496  12.12  java
09:43:27 PM  1000      4773      0.00      0.00 1605312  489496  12.12  java
09:43:28 PM  1000      4773      0.00      0.00 1605312  489496  12.12  java
09:43:29 PM  1000      4773      0.00      0.00 1605312  489496  12.12  java
09:43:30 PM  1000      4773      0.00      0.00 1605312  489496  12.12  java
09:43:31 PM  1000      4773      0.00      0.00 1605312  489496  12.12  java
09:43:32 PM  1000      4773      0.00      0.00 1605312  489496  12.12  java
09:43:33 PM  1000      4773      0.00      0.00 1605312  489496  12.12  java
09:43:34 PM  1000      4773      0.00      0.00 1605312  489496  12.12  java
Average:     1000      4773      1.45      0.00 1605312  489425  12.12  java
