Linux 4.15.0-122-generic (bookstore) 	10/30/2020 	_x86_64_	(1 CPU)

09:01:53 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09:01:54 PM  1000      1469      4.12      0.00 1589752  456732  11.31  java
09:01:55 PM  1000      1469      0.00      0.00 1589752  456732  11.31  java
09:01:56 PM  1000      1469    192.47      0.00 1589752  456732  11.31  java
09:01:57 PM  1000      1469     29.03      0.00 1589752  456816  11.31  java
09:01:58 PM  1000      1469      9.30      0.00 1589752  456920  11.31  java
09:01:59 PM  1000      1469     74.73      0.00 1589752  457112  11.32  java
09:02:00 PM  1000      1469     13.98      0.00 1589752  457212  11.32  java
09:02:01 PM  1000      1469      1.06      0.00 1589752  457212  11.32  java
09:02:02 PM  1000      1469      4.17      0.00 1589752  457212  11.32  java
09:02:03 PM  1000      1469      2.08      0.00 1589752  457288  11.32  java
09:02:04 PM  1000      1469      0.00      0.00 1589752  457288  11.32  java
09:02:05 PM  1000      1469      0.00      0.00 1589752  457288  11.32  java
09:02:06 PM  1000      1469      0.00      0.00 1589752  457288  11.32  java
09:02:07 PM  1000      1469      0.00      0.00 1589752  457288  11.32  java
09:02:08 PM  1000      1469      0.00      0.00 1589752  457288  11.32  java
Average:     1000      1469     21.41      0.00 1589752  457094  11.32  java
