Linux 4.15.0-122-generic (bookstore) 	10/30/2020 	_x86_64_	(1 CPU)

08:56:11 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
08:56:12 PM  1000      1469      0.00      0.00 1589112  452924  11.21  java
08:56:13 PM  1000      1469      0.00      0.00 1589112  452924  11.21  java
08:56:14 PM  1000      1469     57.30      0.00 1589112  453156  11.22  java
08:56:15 PM  1000      1469      5.21      0.00 1589112  453220  11.22  java
08:56:16 PM  1000      1469      0.00      0.00 1589112  453220  11.22  java
08:56:17 PM  1000      1469     38.95      0.00 1589112  453276  11.22  java
08:56:18 PM  1000      1469     10.84      0.00 1589112  453276  11.22  java
08:56:19 PM  1000      1469      4.35      0.00 1589112  453340  11.22  java
08:56:20 PM  1000      1469      7.14      0.00 1589112  453340  11.22  java
08:56:21 PM  1000      1469     43.33      0.00 1589112  453568  11.23  java
08:56:22 PM  1000      1469      0.00      0.00 1589112  453568  11.23  java
08:56:23 PM  1000      1469      0.00      0.00 1589112  453568  11.23  java
08:56:24 PM  1000      1469      2.04      0.00 1589112  453568  11.23  java
08:56:25 PM  1000      1469      0.00      0.00 1589112  453568  11.23  java
08:56:26 PM  1000      1469      0.00      0.00 1589112  453568  11.23  java
Average:     1000      1469     10.86      0.00 1589112  453339  11.22  java
