Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

10:21:05 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:21:06 PM  1000      1480      0.00      0.00 1615184  517844  12.82  java
10:21:07 PM  1000      1480      0.00      0.00 1615184  517844  12.82  java
10:21:08 PM  1000      1480      4.44      0.00 1615184  517844  12.82  java
10:21:09 PM  1000      1480      0.00      0.00 1615184  517844  12.82  java
10:21:10 PM  1000      1480      3.23      0.00 1615184  517940  12.82  java
10:21:11 PM  1000      1480      5.43      0.00 1615184  517940  12.82  java
10:21:12 PM  1000      1480      1.08      0.00 1615184  517940  12.82  java
10:21:13 PM  1000      1480      5.43      0.00 1615184  517940  12.82  java
10:21:14 PM  1000      1480      3.16      0.00 1615184  517940  12.82  java
10:21:15 PM  1000      1480      8.89      0.00 1615184  517996  12.82  java
10:21:16 PM  1000      1480     13.10      0.00 1615184  517996  12.82  java
10:21:17 PM  1000      1480      6.52      0.00 1615184  518064  12.83  java
10:21:18 PM  1000      1480      0.00      0.00 1615184  518064  12.83  java
10:21:19 PM  1000      1480      0.00      0.00 1615184  518064  12.83  java
10:21:20 PM  1000      1480      0.00      0.00 1615184  518064  12.83  java
Average:     1000      1480      3.27      0.00 1615184  517955  12.82  java
