Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

10:20:11 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:20:12 PM  1000      1480      0.00      0.00 1615184  517556  12.81  java
10:20:13 PM  1000      1480      0.00      0.00 1615184  517556  12.81  java
10:20:14 PM  1000      1480      5.38      0.00 1615184  517556  12.81  java
10:20:15 PM  1000      1480      4.44      0.00 1615184  517556  12.81  java
10:20:16 PM  1000      1480      0.00      0.00 1615184  517556  12.81  java
10:20:17 PM  1000      1480      5.21      0.00 1615184  517608  12.81  java
10:20:18 PM  1000      1480     10.47      0.00 1615184  517608  12.81  java
10:20:19 PM  1000      1480     19.75      0.00 1615184  517656  12.82  java
10:20:20 PM  1000      1480      4.30      0.00 1615184  517656  12.82  java
10:20:21 PM  1000      1480      1.06      0.00 1615184  517656  12.82  java
10:20:22 PM  1000      1480     23.26      0.00 1615184  517744  12.82  java
10:20:23 PM  1000      1480     37.88      0.00 1615184  517844  12.82  java
10:20:24 PM  1000      1480      0.00      0.00 1615184  517844  12.82  java
10:20:25 PM  1000      1480      0.00      0.00 1615184  517844  12.82  java
10:20:26 PM  1000      1480      0.00      0.00 1615184  517844  12.82  java
Average:     1000      1480      6.51      0.00 1615184  517672  12.82  java
