Linux 4.15.0-122-generic (bookstore) 	10/30/2020 	_x86_64_	(1 CPU)

09:21:42 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:21:43 PM  1000      1520    0.00    0.00    0.00    0.00    0.00     0  java
09:21:44 PM  1000      1520    0.00    1.02    0.00    0.00    1.02     0  java
09:21:45 PM  1000      1520   17.78    5.56    0.00    0.00   23.33     0  java
09:21:46 PM  1000      1520   22.83    0.00    0.00    0.00   22.83     0  java
09:21:47 PM  1000      1520   22.83    0.00    0.00    0.00   22.83     0  java
09:21:48 PM  1000      1520   37.21    0.00    0.00    0.00   37.21     0  java
09:21:49 PM  1000      1520   23.60    2.25    0.00    0.00   25.84     0  java
09:21:50 PM  1000      1520   37.21    0.00    0.00    0.00   37.21     0  java
09:21:51 PM  1000      1520   31.03    2.30    0.00    0.00   33.33     0  java
09:21:52 PM  1000      1520   65.67   14.93    0.00    0.00   80.60     0  java
09:21:53 PM  1000      1520    0.00    0.00    0.00    0.00    0.00     0  java
09:21:54 PM  1000      1520    1.02    0.00    0.00    0.00    1.02     0  java
09:21:55 PM  1000      1520    0.00    0.00    0.00    0.00    0.00     0  java
09:21:56 PM  1000      1520    0.00    0.00    0.00    0.00    0.00     0  java
09:21:57 PM  1000      1520    0.00    0.00    0.00    0.00    0.00     0  java
Average:     1000      1520   15.61    1.45    0.00    0.00   17.07     -  java
