Linux 4.15.0-122-generic (bookstore) 	10/30/2020 	_x86_64_	(1 CPU)

09:30:14 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:30:15 PM  1000      1520    0.00    0.00    0.00    0.00    0.00     0  java
09:30:16 PM  1000      1520    1.02    0.00    0.00    0.00    1.02     0  java
09:30:17 PM  1000      1520   23.26    1.16    0.00    0.00   24.42     0  java
09:30:18 PM  1000      1520   31.46    0.00    0.00    0.00   31.46     0  java
09:30:19 PM  1000      1520   18.75    0.00    0.00    0.00   18.75     0  java
09:30:20 PM  1000      1520   14.74    0.00    0.00    0.00   14.74     0  java
09:30:21 PM  1000      1520   15.62    0.00    0.00    0.00   15.62     0  java
09:30:22 PM  1000      1520   21.74    0.00    0.00    0.00   21.74     0  java
09:30:23 PM  1000      1520   13.13    0.00    0.00    0.00   13.13     0  java
09:30:24 PM  1000      1520    0.00    0.00    0.00    0.00    0.00     0  java
09:30:25 PM  1000      1520    2.06    0.00    0.00    0.00    2.06     0  java
09:30:26 PM  1000      1520    0.00    0.00    0.00    0.00    0.00     0  java
09:30:27 PM  1000      1520    0.00    0.00    0.00    0.00    0.00     0  java
09:30:28 PM  1000      1520    0.00    0.00    0.00    0.00    0.00     0  java
09:30:29 PM  1000      1520    1.02    0.00    0.00    0.00    1.02     0  java
Average:     1000      1520    9.18    0.07    0.00    0.00    9.25     -  java
