Linux 4.15.0-122-generic (bookstore) 	10/30/2020 	_x86_64_	(1 CPU)

09:28:18 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:28:19 PM  1000      1520    0.00    1.02    0.00    0.00    1.02     0  java
09:28:20 PM  1000      1520    0.00    0.00    0.00    0.00    0.00     0  java
09:28:21 PM  1000      1520   42.31    3.85    0.00    0.00   46.15     0  java
09:28:22 PM  1000      1520   22.83    0.00    0.00    0.00   22.83     0  java
09:28:23 PM  1000      1520   18.75    0.00    0.00    0.00   18.75     0  java
09:28:24 PM  1000      1520   19.57    0.00    0.00    0.00   19.57     0  java
09:28:25 PM  1000      1520   27.47    0.00    0.00    0.00   27.47     0  java
09:28:26 PM  1000      1520   17.53    0.00    0.00    0.00   17.53     0  java
09:28:27 PM  1000      1520   21.74    0.00    0.00    0.00   21.74     0  java
09:28:28 PM  1000      1520    1.02    0.00    0.00    0.00    1.02     0  java
09:28:29 PM  1000      1520    0.00    0.00    0.00    0.00    0.00     0  java
09:28:30 PM  1000      1520    1.01    0.00    0.00    0.00    1.01     0  java
09:28:31 PM  1000      1520    0.00    0.00    0.00    0.00    0.00     0  java
09:28:32 PM  1000      1520    0.00    0.00    0.00    0.00    0.00     0  java
09:28:33 PM  1000      1520    0.00    0.00    0.00    0.00    0.00     0  java
Average:     1000      1520   10.80    0.28    0.00    0.00   11.08     -  java
