Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

09:04:24 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
09:04:25 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:04:26 PM    dev8-0      3,00      0,00     84,00      0,00     28,00      0,03     10,33      0,80
09:04:27 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:04:28 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:04:29 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:04:30 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:04:31 PM    dev8-0      1,00      0,00     72,00      0,00     72,00      0,00      1,00      0,40
09:04:32 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     34,00      0,40
09:04:33 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:04:34 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:04:35 PM    dev8-0     21,78      0,00     91,09      0,00      4,18      0,00      1,73      0,79
09:04:36 PM    dev8-0      1,00      0,00     28,00      0,00     28,00      0,00      0,00      0,40
09:04:37 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,04     38,00      0,40
09:04:38 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:04:39 PM    dev8-0      2,00      0,00      8,00      0,00      4,00      0,00      0,50      0,40
Average:       dev8-0      2,07      0,00     19,45      0,00      9,42      0,01      4,61      0,24
