Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

09:45:26 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:45:27 PM  1000      1617    0.00    0.00    0.00    0.00    0.00     0  java
09:45:28 PM  1000      1617   16.67    3.33    0.00    0.00   20.00     0  java
09:45:29 PM  1000      1617    9.57    0.00    0.00    0.00    9.57     0  java
09:45:30 PM  1000      1617   14.13    2.17    0.00    0.00   16.30     0  java
09:45:31 PM  1000      1617   15.96    0.00    0.00    0.00   15.96     0  java
09:45:32 PM  1000      1617   16.48    0.00    0.00    0.00   16.48     0  java
09:45:33 PM  1000      1617   43.59    5.13    0.00    0.00   48.72     0  java
09:45:34 PM  1000      1617   22.73    1.14    0.00    0.00   23.86     0  java
09:45:35 PM  1000      1617   18.89    0.00    0.00    0.00   18.89     0  java
09:45:36 PM  1000      1617   11.70    3.19    0.00    0.00   14.89     0  java
09:45:37 PM  1000      1617   15.22    0.00    0.00    0.00   15.22     0  java
09:45:38 PM  1000      1617    9.68    8.60    0.00    0.00   18.28     0  java
09:45:39 PM  1000      1617    0.00    0.00    0.00    0.00    0.00     0  java
09:45:40 PM  1000      1617    0.00    0.00    0.00    0.00    0.00     0  java
09:45:41 PM  1000      1617    0.00    0.00    0.00    0.00    0.00     0  java
Average:     1000      1617   12.38    1.51    0.00    0.00   13.89     -  java
