Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

09:49:08 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:49:09 PM  1000      1617    0.00    0.00    0.00    0.00    0.00     0  java
09:49:10 PM  1000      1617    1.01    0.00    0.00    0.00    1.01     0  java
09:49:11 PM  1000      1617    6.45    5.38    0.00    0.00   11.83     0  java
09:49:12 PM  1000      1617   17.20    0.00    0.00    0.00   17.20     0  java
09:49:13 PM  1000      1617   13.68    0.00    0.00    0.00   13.68     0  java
09:49:14 PM  1000      1617   12.77    0.00    0.00    0.00   12.77     0  java
09:49:15 PM  1000      1617   20.22    0.00    0.00    0.00   20.22     0  java
09:49:16 PM  1000      1617   18.68    0.00    0.00    0.00   18.68     0  java
09:49:17 PM  1000      1617   13.83    0.00    0.00    0.00   13.83     0  java
09:49:18 PM  1000      1617   17.39    0.00    0.00    0.00   17.39     0  java
09:49:19 PM  1000      1617   14.13    1.09    0.00    0.00   15.22     0  java
09:49:20 PM  1000      1617   12.50    0.00    0.00    0.00   12.50     0  java
09:49:21 PM  1000      1617    0.00    0.00    0.00    0.00    0.00     0  java
09:49:22 PM  1000      1617    0.00    0.00    0.00    0.00    0.00     0  java
09:49:23 PM  1000      1617    0.00    0.00    0.00    0.00    0.00     0  java
Average:     1000      1617    9.65    0.42    0.00    0.00   10.08     -  java
