Linux 4.15.0-122-generic (bookstore) 	10/30/2020 	_x86_64_	(1 CPU)

10:11:44 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:11:45 PM  1000      1414      0.00      0.00 1588000  459868  11.38  java
10:11:46 PM  1000      1414      0.00      0.00 1588000  459868  11.38  java
10:11:47 PM  1000      1414     35.37      0.00 1588000  460000  11.39  java
10:11:48 PM  1000      1414     18.31      0.00 1588000  460064  11.39  java
10:11:49 PM  1000      1414     25.29      0.00 1588000  460124  11.39  java
10:11:50 PM  1000      1414     35.06      0.00 1588000  460220  11.39  java
10:11:51 PM  1000      1414     13.19      0.00 1588000  460220  11.39  java
10:11:52 PM  1000      1414     13.83      0.00 1588000  460292  11.40  java
10:11:53 PM  1000      1414    817.11      0.00 1590544  462992  11.46  java
10:11:54 PM  1000      1414      0.00      0.00 1590544  462992  11.46  java
10:11:55 PM  1000      1414      0.00      0.00 1590544  462992  11.46  java
10:11:56 PM  1000      1414      0.00      0.00 1590544  462992  11.46  java
10:11:57 PM  1000      1414      0.00      0.00 1590544  462992  11.46  java
10:11:58 PM  1000      1414      2.04      0.00 1590544  462992  11.46  java
10:11:59 PM  1000      1414      2.11      0.00 1590544  462992  11.46  java
Average:     1000      1414     54.49      0.00 1589187  461440  11.42  java
