Linux 4.15.0-124-generic (bookstore) 	12/08/2020 	_x86_64_	(1 CPU)

10:04:01 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:04:02 PM  1000      1938    1.04    0.00    0.00    0.00    1.04     0  java
10:04:03 PM  1000      1938    0.00    0.00    0.00    0.00    0.00     0  java
10:04:04 PM  1000      1938    0.00    0.00    0.00    0.00    0.00     0  java
10:04:05 PM  1000      1938   10.23    1.14    0.00    0.00   11.36     0  java
10:04:06 PM  1000      1938    1.09    2.17    0.00    0.00    3.26     0  java
10:04:07 PM  1000      1938    0.00    0.00    0.00    0.00    0.00     0  java
10:04:08 PM  1000      1938    1.05    0.00    0.00    0.00    1.05     0  java
10:04:09 PM  1000      1938    0.00    0.00    0.00    0.00    0.00     0  java
10:04:10 PM  1000      1938    7.45    0.00    0.00    0.00    7.45     0  java
10:04:11 PM  1000      1938   19.10    0.00    0.00    0.00   19.10     0  java
10:04:12 PM  1000      1938   17.78    1.11    0.00    0.00   18.89     0  java
10:04:13 PM  1000      1938   26.51    2.41    0.00    0.00   28.92     0  java
10:04:14 PM  1000      1938    8.42    0.00    0.00    0.00    8.42     0  java
10:04:15 PM  1000      1938   61.97    0.00    0.00    0.00   61.97     0  java
10:04:16 PM  1000      1938   22.09    1.16    0.00    0.00   23.26     0  java
10:04:17 PM  1000      1938   20.00    3.53    0.00    0.00   23.53     0  java
10:04:18 PM  1000      1938   24.69    2.47    0.00    0.00   27.16     0  java
10:04:19 PM  1000      1938    3.16    0.00    0.00    0.00    3.16     0  java
10:04:20 PM  1000      1938    3.26    0.00    0.00    0.00    3.26     0  java
10:04:21 PM  1000      1938    8.05    6.90    0.00    0.00   14.94     0  java
10:04:22 PM  1000      1938   22.50    2.50    0.00    0.00   25.00     0  java
10:04:23 PM  1000      1938    7.69    0.00    0.00    0.00    7.69     0  java
10:04:24 PM  1000      1938    4.30    4.30    0.00    0.00    8.60     0  java
10:04:25 PM  1000      1938    2.13    0.00    0.00    0.00    2.13     0  java
10:04:26 PM  1000      1938    0.00    0.00    0.00    0.00    0.00     0  java
10:04:27 PM  1000      1938    1.04    0.00    0.00    0.00    1.04     0  java
10:04:28 PM  1000      1938    0.00    0.00    0.00    0.00    0.00     0  java
10:04:29 PM  1000      1938    1.03    0.00    0.00    0.00    1.03     0  java
10:04:30 PM  1000      1938    0.00    0.00    0.00    0.00    0.00     0  java
10:04:31 PM  1000      1938    0.00    0.00    0.00    0.00    0.00     0  java
10:04:32 PM  1000      1938    1.02    0.00    0.00    0.00    1.02     0  java
10:04:33 PM  1000      1938    0.00    0.00    0.00    0.00    0.00     0  java
10:04:34 PM  1000      1938    0.00    0.00    0.00    0.00    0.00     0  java
10:04:35 PM  1000      1938    0.00    0.00    0.00    0.00    0.00     0  java
10:04:36 PM  1000      1938    1.04    0.00    0.00    0.00    1.04     0  java
10:04:37 PM  1000      1938    0.00    0.00    0.00    0.00    0.00     0  java
10:04:38 PM  1000      1938    0.00    0.00    0.00    0.00    0.00     0  java
10:04:39 PM  1000      1938    0.00    1.04    0.00    0.00    1.04     0  java
10:04:40 PM  1000      1938    0.00    0.00    0.00    0.00    0.00     0  java
10:04:41 PM  1000      1938    1.04    0.00    0.00    0.00    1.04     0  java
Average:     1000      1938    6.23    0.67    0.00    0.00    6.90     -  java
