Linux 4.15.0-122-generic (bookstore) 	10/30/2020 	_x86_64_	(1 CPU)

09:02:41 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09:02:42 PM  1000      1469      0.00      0.00 1589752  457288  11.32  java
09:02:43 PM  1000      1469      6.67      0.00 1589752  457288  11.32  java
09:02:44 PM  1000      1469      0.00      0.00 1589752  457288  11.32  java
09:02:45 PM  1000      1469      3.26      0.00 1589752  457288  11.32  java
09:02:46 PM  1000      1469      5.21      0.00 1589752  457356  11.32  java
09:02:47 PM  1000      1469     47.31      0.00 1589752  457508  11.33  java
09:02:48 PM  1000      1469      9.09      0.00 1589752  457568  11.33  java
09:02:49 PM  1000      1469      0.00      0.00 1589752  457568  11.33  java
09:02:50 PM  1000      1469      7.78      0.00 1589752  457568  11.33  java
09:02:51 PM  1000      1469      1.05      0.00 1589752  457568  11.33  java
09:02:52 PM  1000      1469      0.00      0.00 1589752  457568  11.33  java
09:02:53 PM  1000      1469      7.61      0.00 1589752  457568  11.33  java
09:02:54 PM  1000      1469      2.02      0.00 1589752  457568  11.33  java
09:02:55 PM  1000      1469      0.00      0.00 1589752  457568  11.33  java
09:02:56 PM  1000      1469      0.00      0.00 1589752  457568  11.33  java
Average:     1000      1469      5.84      0.00 1589752  457475  11.33  java
