Linux 4.15.0-122-generic (bookstore) 	10/30/2020 	_x86_64_	(1 CPU)

10:10:57 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:10:58 PM  1000      1414    1.01    0.00    0.00    0.00    1.01     0  java
10:10:59 PM  1000      1414    0.00    0.00    0.00    0.00    0.00     0  java
10:11:00 PM  1000      1414   31.82    4.55    0.00    0.00   36.36     0  java
10:11:01 PM  1000      1414   76.32    0.00    0.00    0.00   76.32     0  java
10:11:02 PM  1000      1414  100.00   20.00    0.00    0.00  100.00     0  java
10:11:03 PM  1000      1414   38.64    0.00    0.00    0.00   38.64     0  java
10:11:04 PM  1000      1414   48.24    0.00    0.00    0.00   48.24     0  java
10:11:05 PM  1000      1414   39.08    3.45    0.00    0.00   42.53     0  java
10:11:06 PM  1000      1414   33.70    0.00    0.00    0.00   33.70     0  java
10:11:07 PM  1000      1414    0.00    0.00    0.00    0.00    0.00     0  java
10:11:08 PM  1000      1414    0.00    0.00    0.00    0.00    0.00     0  java
10:11:09 PM  1000      1414    1.02    0.00    0.00    0.00    1.02     0  java
10:11:10 PM  1000      1414    0.00    0.00    0.00    0.00    0.00     0  java
10:11:11 PM  1000      1414    1.01    0.00    0.00    0.00    1.01     0  java
10:11:12 PM  1000      1414    0.00    0.00    0.00    0.00    0.00     0  java
Average:     1000      1414   21.55    1.39    0.00    0.00   22.95     -  java
