Linux 4.15.0-122-generic (bookstore) 	10/30/2020 	_x86_64_	(1 CPU)

10:17:26 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:17:27 PM  1000      1414    0.00    0.00    0.00    0.00    0.00     0  java
10:17:28 PM  1000      1414    1.02    1.02    0.00    0.00    2.04     0  java
10:17:29 PM  1000      1414   25.27    2.20    0.00    0.00   27.47     0  java
10:17:30 PM  1000      1414   34.78    0.00    0.00    0.00   34.78     0  java
10:17:31 PM  1000      1414   34.07    4.40    0.00    0.00   38.46     0  java
10:17:32 PM  1000      1414   22.92    0.00    0.00    0.00   22.92     0  java
10:17:33 PM  1000      1414   49.40    0.00    0.00    0.00   49.40     0  java
10:17:34 PM  1000      1414   57.14    0.00    0.00    0.00   57.14     0  java
10:17:35 PM  1000      1414   32.95    0.00    0.00    0.00   32.95     0  java
10:17:36 PM  1000      1414    0.00    0.00    0.00    0.00    0.00     0  java
10:17:37 PM  1000      1414    0.00    0.00    0.00    0.00    0.00     0  java
10:17:38 PM  1000      1414    0.00    0.00    0.00    0.00    0.00     0  java
10:17:39 PM  1000      1414    5.26    0.00    0.00    0.00    5.26     0  java
10:17:40 PM  1000      1414    0.00    0.00    0.00    0.00    0.00     0  java
10:17:41 PM  1000      1414    1.01    0.00    0.00    0.00    1.01     0  java
Average:     1000      1414   16.55    0.50    0.00    0.00   17.05     -  java
