Linux 4.15.0-122-generic (bookstore) 	10/30/2020 	_x86_64_	(1 CPU)

10:11:44 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:11:45 PM  1000      1414    0.00    0.00    0.00    0.00    0.00     0  java
10:11:46 PM  1000      1414    0.00    0.00    0.00    0.00    0.00     0  java
10:11:47 PM  1000      1414   50.00    0.00    0.00    0.00   50.00     0  java
10:11:48 PM  1000      1414   88.73    0.00    0.00    0.00   88.73     0  java
10:11:49 PM  1000      1414   49.43    2.30    0.00    0.00   51.72     0  java
10:11:50 PM  1000      1414   64.94    0.00    0.00    0.00   64.94     0  java
10:11:51 PM  1000      1414   35.16    0.00    0.00    0.00   35.16     0  java
10:11:52 PM  1000      1414   35.11    0.00    0.00    0.00   35.11     0  java
10:11:53 PM  1000      1414   64.47    2.63    0.00    0.00   67.11     0  java
10:11:54 PM  1000      1414    0.00    0.00    0.00    0.00    0.00     0  java
10:11:55 PM  1000      1414    1.02    0.00    0.00    0.00    1.02     0  java
10:11:56 PM  1000      1414    0.00    0.00    0.00    0.00    0.00     0  java
10:11:57 PM  1000      1414    0.00    0.00    0.00    0.00    0.00     0  java
10:11:58 PM  1000      1414    0.00    0.00    0.00    0.00    0.00     0  java
10:11:59 PM  1000      1414    5.26    1.05    0.00    0.00    6.32     0  java
Average:     1000      1414   23.31    0.37    0.00    0.00   23.68     -  java
