Linux 4.15.0-122-generic (bookstore) 	10/30/2020 	_x86_64_	(1 CPU)

09:05:25 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:05:26 PM  1000      1469    0.00    0.00    0.00    0.00    0.00     0  java
09:05:27 PM  1000      1469    0.00    0.00    0.00    0.00    0.00     0  java
09:05:28 PM  1000      1469    4.26    6.38    0.00    0.00   10.64     0  java
09:05:29 PM  1000      1469   27.71    6.02    0.00    0.00   33.73     0  java
09:05:30 PM  1000      1469   13.04    0.00    0.00    0.00   13.04     0  java
09:05:31 PM  1000      1469   13.04    1.09    0.00    0.00   14.13     0  java
09:05:32 PM  1000      1469   13.83    0.00    0.00    0.00   13.83     0  java
09:05:33 PM  1000      1469   32.50    3.75    0.00    0.00   36.25     0  java
09:05:34 PM  1000      1469   16.48    2.20    0.00    0.00   18.68     0  java
09:05:35 PM  1000      1469    0.00    0.00    0.00    0.00    0.00     0  java
09:05:36 PM  1000      1469    0.00    1.02    0.00    0.00    1.02     0  java
09:05:37 PM  1000      1469    1.02    0.00    0.00    0.00    1.02     0  java
09:05:38 PM  1000      1469    0.00    0.00    0.00    0.00    0.00     0  java
09:05:39 PM  1000      1469    0.00    0.00    0.00    0.00    0.00     0  java
09:05:40 PM  1000      1469    1.02    0.00    0.00    0.00    1.02     0  java
Average:     1000      1469    7.57    1.27    0.00    0.00    8.84     -  java
