Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

10:48:11 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:48:12 PM  1000      1576      0.00      0.00 1608332  524196  12.98  java
10:48:13 PM  1000      1576      0.00      0.00 1608332  524196  12.98  java
10:48:14 PM  1000      1576     21.28      0.00 1608332  524272  12.98  java
10:48:15 PM  1000      1576     14.77      0.00 1608332  524344  12.98  java
10:48:16 PM  1000      1576      4.40      0.00 1608332  524408  12.98  java
10:48:17 PM  1000      1576     13.04      0.00 1608332  524408  12.98  java
10:48:18 PM  1000      1576      2.25      0.00 1608332  524408  12.98  java
10:48:19 PM  1000      1576     17.07      0.00 1608332  524472  12.98  java
10:48:20 PM  1000      1576      1.06      0.00 1608332  524472  12.98  java
10:48:21 PM  1000      1576      6.74      0.00 1608332  524536  12.99  java
10:48:22 PM  1000      1576      1.08      0.00 1608332  524536  12.99  java
10:48:23 PM  1000      1576      2.15      0.00 1608332  524788  12.99  java
10:48:24 PM  1000      1576      0.00      0.00 1608332  524788  12.99  java
10:48:25 PM  1000      1576      0.00      0.00 1608332  524788  12.99  java
10:48:26 PM  1000      1576      0.00      0.00 1608332  524788  12.99  java
Average:     1000      1576      5.37      0.00 1608332  524493  12.98  java
