Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

06:58:45 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
06:58:46 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
06:58:47 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
06:58:48 PM    dev8-0      2,00      0,00     96,00      0,00     48,00      0,04     18,50      0,80
06:58:49 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
06:58:50 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
06:58:51 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
06:58:52 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
06:58:53 PM    dev8-0      2,00      0,00     32,00      0,00     16,00      0,03     17,50      0,80
06:58:54 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
06:58:55 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
06:58:56 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
06:58:57 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
06:58:58 PM    dev8-0      1,98      0,00     39,60      0,00     20,00      0,03     15,50      0,79
06:58:59 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
06:59:00 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
Average:       dev8-0      0,40      0,00     11,19      0,00     28,00      0,01     17,17      0,16
