Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

06:55:09 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
06:55:10 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
06:55:11 PM    dev8-0     28,00    260,00      0,00      0,00      9,29      0,11      5,14      8,00
06:55:12 PM    dev8-0    118,00   1492,00     92,00      0,00     13,42      0,30      3,40     29,20
06:55:13 PM    dev8-0     34,00    308,00      0,00      0,00      9,06      0,03      1,59      9,60
06:55:14 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
06:55:15 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
06:55:16 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
06:55:17 PM    dev8-0      1,00      0,00     32,00      0,00     32,00      0,00      1,00      0,40
06:55:18 PM    dev8-0      1,00      0,00      0,00      0,00      0,00      0,03     31,00      0,40
06:55:19 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
06:55:20 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
06:55:21 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
06:55:22 PM    dev8-0      1,00      0,00     40,00      0,00     40,00      0,00      1,00      0,40
06:55:23 PM    dev8-0      1,00      0,00      0,00      0,00      0,00      0,03     34,00      0,40
06:55:24 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
Average:       dev8-0     12,27    137,33     10,93      0,00     12,09      0,03      3,62      3,23
