Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

07:04:52 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
07:04:53 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:04:54 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:04:55 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:04:56 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:04:57 PM    dev8-0      1,00      0,00     96,00      0,00     96,00      0,00      1,00      0,80
07:04:58 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     30,00      0,40
07:04:59 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:05:00 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:05:01 PM    dev8-0     23,00      0,00    100,00      0,00      4,35      0,00      1,52      0,40
07:05:02 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,40
07:05:03 PM    dev8-0      2,00      0,00     60,00      0,00     30,00      0,03     17,00      0,40
07:05:04 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:05:05 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:05:06 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:05:07 PM    dev8-0      1,00      0,00     28,00      0,00     28,00      0,00      1,00      0,40
Average:       dev8-0      1,87      0,00     19,20      0,00     10,29      0,00      3,61      0,19
