Linux 4.15.0-122-generic (bookstore) 	10/30/2020 	_x86_64_	(1 CPU)

09:43:58 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:43:59 PM  1000      1504    3.16    0.00    0.00    0.00    3.16     0  java
09:44:00 PM  1000      1504    1.00    0.00    0.00    0.00    1.00     0  java
09:44:01 PM  1000      1504   43.04    3.80    0.00    0.00   46.84     0  java
09:44:02 PM  1000      1504   47.62    0.00    0.00    0.00   47.62     0  java
09:44:03 PM  1000      1504   43.53    0.00    0.00    0.00   43.53     0  java
09:44:04 PM  1000      1504   42.86    0.00    0.00    0.00   42.86     0  java
09:44:05 PM  1000      1504   48.78    0.00    0.00    0.00   48.78     0  java
09:44:06 PM  1000      1504   64.86    0.00    0.00    0.00   64.86     0  java
09:44:07 PM  1000      1504   41.38    0.00    0.00    0.00   41.38     0  java
09:44:08 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:44:09 PM  1000      1504    1.02    0.00    0.00    0.00    1.02     0  java
09:44:10 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:44:11 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:44:12 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:44:13 PM  1000      1504    1.02    0.00    0.00    0.00    1.02     0  java
Average:     1000      1504   20.38    0.22    0.00    0.00   20.60     -  java
