Linux 4.15.0-122-generic (bookstore) 	10/30/2020 	_x86_64_	(1 CPU)

09:45:42 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:45:43 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:45:44 PM  1000      1504    1.02    0.00    0.00    0.00    1.02     0  java
09:45:45 PM  1000      1504   35.63    1.15    0.00    0.00   36.78     0  java
09:45:46 PM  1000      1504   36.26    0.00    0.00    0.00   36.26     0  java
09:45:47 PM  1000      1504   30.00    0.00    0.00    0.00   30.00     0  java
09:45:48 PM  1000      1504   42.86    0.00    0.00    0.00   42.86     0  java
09:45:49 PM  1000      1504   39.53    0.00    0.00    0.00   39.53     0  java
09:45:50 PM  1000      1504   37.93    0.00    0.00    0.00   37.93     0  java
09:45:51 PM  1000      1504   29.67    0.00    0.00    0.00   29.67     0  java
09:45:52 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:45:53 PM  1000      1504    0.00    1.02    0.00    0.00    1.02     0  java
09:45:54 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:45:55 PM  1000      1504    1.03    0.00    0.00    0.00    1.03     0  java
09:45:56 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:45:57 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
Average:     1000      1504   15.92    0.14    0.00    0.00   16.06     -  java
