Linux 4.15.0-122-generic (bookstore) 	10/30/2020 	_x86_64_	(1 CPU)

09:51:58 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:51:59 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:52:00 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:52:01 PM  1000      1504   16.67    0.00    0.00    0.00   16.67     0  java
09:52:02 PM  1000      1504   78.57    7.14    0.00    0.00   85.71     0  java
09:52:03 PM  1000      1504   24.18    1.10    0.00    0.00   25.27     0  java
09:52:04 PM  1000      1504   17.89    7.37    0.00    0.00   25.26     0  java
09:52:05 PM  1000      1504   17.39    5.43    0.00    0.00   22.83     0  java
09:52:06 PM  1000      1504  100.00    9.62    0.00    0.00  100.00     0  java
09:52:07 PM  1000      1504   41.25    7.50    0.00    0.00   48.75     0  java
09:52:08 PM  1000      1504   33.72    5.81    0.00    0.00   39.53     0  java
09:52:09 PM  1000      1504    1.02    0.00    0.00    0.00    1.02     0  java
09:52:10 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:52:11 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:52:12 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:52:13 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
Average:     1000      1504   19.35    2.52    0.00    0.00   21.87     -  java
