Linux 4.15.0-122-generic (bookstore) 	10/30/2020 	_x86_64_	(1 CPU)

09:55:06 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:55:07 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:55:08 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:55:09 PM  1000      1504   16.49    0.00    0.00    0.00   16.49     0  java
09:55:10 PM  1000      1504   45.24    0.00    0.00    0.00   45.24     0  java
09:55:11 PM  1000      1504   46.43    0.00    0.00    0.00   46.43     0  java
09:55:12 PM  1000      1504  100.00   13.56    0.00    0.00  100.00     0  java
09:55:13 PM  1000      1504   24.18    2.20    0.00    0.00   26.37     0  java
09:55:14 PM  1000      1504   21.05    3.16    0.00    0.00   24.21     0  java
09:55:15 PM  1000      1504   21.35    2.25    0.00    0.00   23.60     0  java
09:55:16 PM  1000      1504    3.06    2.04    0.00    0.00    5.10     0  java
09:55:17 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:55:18 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:55:19 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:55:20 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:55:21 PM  1000      1504    1.02    0.00    0.00    0.00    1.02     0  java
Average:     1000      1504   15.96    1.23    0.00    0.00   17.18     -  java
