Linux 4.15.0-122-generic (bookstore) 	10/30/2020 	_x86_64_	(1 CPU)

09:52:44 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:52:45 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:52:46 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:52:47 PM  1000      1504   18.09    2.13    0.00    0.00   20.21     0  java
09:52:48 PM  1000      1504   28.26    0.00    0.00    0.00   28.26     0  java
09:52:49 PM  1000      1504   52.50    6.25    0.00    0.00   58.75     0  java
09:52:50 PM  1000      1504   24.44   10.00    0.00    0.00   34.44     0  java
09:52:51 PM  1000      1504   24.73    0.00    0.00    0.00   24.73     0  java
09:52:52 PM  1000      1504   29.55    4.55    0.00    0.00   34.09     0  java
09:52:53 PM  1000      1504   20.65    1.09    0.00    0.00   21.74     0  java
09:52:54 PM  1000      1504    1.02    0.00    0.00    0.00    1.02     0  java
09:52:55 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:52:56 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:52:57 PM  1000      1504    1.01    0.00    0.00    0.00    1.01     0  java
09:52:58 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
09:52:59 PM  1000      1504    0.00    0.00    0.00    0.00    0.00     0  java
Average:     1000      1504   12.53    1.49    0.00    0.00   14.01     -  java
