Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

10:48:58 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:48:59 PM  1000      1576      0.00      0.00 1608332  524844  12.99  java
10:49:00 PM  1000      1576      0.00      0.00 1608332  524844  12.99  java
10:49:01 PM  1000      1576      5.43      0.00 1608332  524844  12.99  java
10:49:02 PM  1000      1576      1.10      0.00 1608332  524844  12.99  java
10:49:03 PM  1000      1576      4.35      0.00 1608332  524844  12.99  java
10:49:04 PM  1000      1576      0.00      0.00 1608332  524844  12.99  java
10:49:05 PM  1000      1576     13.25      0.00 1608332  524892  12.99  java
10:49:06 PM  1000      1576      0.00      0.00 1608332  524892  12.99  java
10:49:07 PM  1000      1576      0.00      0.00 1608332  524892  12.99  java
10:49:08 PM  1000      1576      0.00      0.00 1608332  524892  12.99  java
10:49:09 PM  1000      1576     10.59      0.00 1608332  524892  12.99  java
10:49:10 PM  1000      1576      0.00      0.00 1608332  524892  12.99  java
10:49:11 PM  1000      1576     21.98      0.00 1608332  524892  12.99  java
10:49:12 PM  1000      1576      0.00      0.00 1608332  524892  12.99  java
10:49:13 PM  1000      1576      0.00      0.00 1608332  524892  12.99  java
Average:     1000      1576      3.61      0.00 1608332  524873  12.99  java
