Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

10:51:19 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:51:20 PM  1000      1576      0.00      0.00 1604656  521548  12.91  java
10:51:21 PM  1000      1576      2.08      0.00 1604656  521548  12.91  java
10:51:22 PM  1000      1576      2.13      0.00 1604656  521548  12.91  java
10:51:23 PM  1000      1576   3785.25      0.00 1614992  530780  13.14  java
10:51:24 PM  1000      1576   4904.84      0.00 1616668  532944  13.19  java
10:51:25 PM  1000      1576      0.00      0.00 1616668  532944  13.19  java
10:51:26 PM  1000      1576      6.98      0.00 1616668  532944  13.19  java
10:51:27 PM  1000      1576      2.22      0.00 1605520  522568  12.94  java
10:51:28 PM  1000      1576      0.00      0.00 1605520  522568  12.94  java
10:51:29 PM  1000      1576      0.00      0.00 1605520  522568  12.94  java
10:51:30 PM  1000      1576      3.37      0.00 1605520  522568  12.94  java
10:51:31 PM  1000      1576      0.00      0.00 1605520  522568  12.94  java
10:51:32 PM  1000      1576      9.28      0.00 1605520  522688  12.94  java
10:51:33 PM  1000      1576      0.00      0.00 1605520  522688  12.94  java
10:51:34 PM  1000      1576      0.00      0.00 1605520  522688  12.94  java
Average:     1000      1576    398.96      0.00 1608208  525011  13.00  java
