Linux 4.15.0-124-generic (bookstore) 	01/30/2021 	_x86_64_	(1 CPU)

07:13:21 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
07:13:22 PM  1000      1729    0.00    0.00    0.00    0.00    0.00     0  java
07:13:23 PM  1000      1729   51.43    5.71    0.00    0.00   57.14     0  java
07:13:24 PM  1000      1729  100.00   28.12    0.00    0.00  100.00     0  java
07:13:25 PM  1000      1729  100.00    0.00    0.00    0.00  100.00     0  java
07:13:26 PM  1000      1729   39.19    6.76    0.00    0.00   45.95     0  java
07:13:27 PM  1000      1729   25.32    5.06    0.00    0.00   30.38     0  java
07:13:28 PM  1000      1729   31.08   10.81    0.00    0.00   41.89     0  java
07:13:29 PM  1000      1729   63.89    6.94    0.00    0.00   70.83     0  java
07:13:30 PM  1000      1729  100.00    1.79    0.00    0.00  100.00     0  java
07:13:31 PM  1000      1729   55.00    1.25    0.00    0.00   56.25     0  java
07:13:32 PM  1000      1729   63.64    0.00    0.00    0.00   63.64     0  java
07:13:33 PM  1000      1729  100.00    0.00    0.00    0.00  100.00     0  java
07:13:34 PM  1000      1729   60.53    0.00    0.00    0.00   60.53     0  java
07:13:35 PM  1000      1729   76.06    0.00    0.00    0.00   76.06     0  java
07:13:36 PM  1000      1729   95.59    0.00    0.00    0.00   95.59     0  java
07:13:37 PM  1000      1729  100.00    0.00    0.00    0.00  100.00     0  java
07:13:38 PM  1000      1729  100.00    0.00    0.00    0.00  100.00     0  java
07:13:39 PM  1000      1729   37.04    1.23    0.00    0.00   38.27     0  java
07:13:40 PM  1000      1729   48.65    0.00    0.00    0.00   48.65     0  java
07:13:41 PM  1000      1729   12.36    3.37    0.00    0.00   15.73     0  java
07:13:42 PM  1000      1729   75.41    8.20    0.00    0.00   83.61     0  java
07:13:43 PM  1000      1729  100.00    5.56    0.00    0.00  100.00     0  java
07:13:44 PM  1000      1729   31.65    0.00    0.00    0.00   31.65     0  java
07:13:45 PM  1000      1729   23.75    0.00    0.00    0.00   23.75     0  java
07:13:46 PM  1000      1729  100.00    0.00    0.00    0.00  100.00     0  java
07:13:47 PM  1000      1729    1.05    0.00    0.00    0.00    1.05     0  java
07:13:48 PM  1000      1729   13.64    1.14    0.00    0.00   14.77     0  java
07:13:49 PM  1000      1729    0.00    0.00    0.00    0.00    0.00     0  java
07:13:50 PM  1000      1729    0.00    0.00    0.00    0.00    0.00     0  java
07:13:51 PM  1000      1729    1.04    0.00    0.00    0.00    1.04     0  java
Average:     1000      1729   51.26    2.28    0.00    0.00   53.54     -  java
