Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

09:33:57 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:33:58 PM  1000      2075    3.23    3.23    0.00    0.00    6.45     0  java
09:33:59 PM  1000      2075    0.00    1.06    0.00    0.00    1.06     0  java
09:34:00 PM  1000      2075    6.45    0.00    0.00    0.00    6.45     0  java
09:34:01 PM  1000      2075    2.11    0.00    0.00    0.00    2.11     0  java
09:34:02 PM  1000      2075    1.12    0.00    0.00    0.00    1.12     0  java
09:34:03 PM  1000      2075    6.45    0.00    0.00    0.00    6.45     0  java
09:34:04 PM  1000      2075    2.08    0.00    0.00    0.00    2.08     0  java
09:34:05 PM  1000      2075    0.00    1.06    0.00    0.00    1.06     0  java
09:34:06 PM  1000      2075   17.98    2.25    0.00    0.00   20.22     0  java
09:34:07 PM  1000      2075   21.98    0.00    0.00    0.00   21.98     0  java
09:34:08 PM  1000      2075   22.11    0.00    0.00    0.00   22.11     0  java
09:34:09 PM  1000      2075   15.62    2.08    0.00    0.00   17.71     0  java
09:34:10 PM  1000      2075   27.47    0.00    0.00    0.00   27.47     0  java
09:34:11 PM  1000      2075   22.58    0.00    0.00    0.00   22.58     0  java
09:34:12 PM  1000      2075   23.66    0.00    0.00    0.00   23.66     0  java
09:34:13 PM  1000      2075   25.00    0.00    0.00    0.00   25.00     0  java
09:34:14 PM  1000      2075    1.03    0.00    0.00    0.00    1.03     0  java
09:34:15 PM  1000      2075    0.00    0.00    0.00    0.00    0.00     0  java
09:34:16 PM  1000      2075   20.00    0.00    0.00    0.00   20.00     0  java
09:34:17 PM  1000      2075    0.00    0.00    0.00    0.00    0.00     0  java
09:34:18 PM  1000      2075   14.12    2.35    0.00    0.00   16.47     0  java
09:34:19 PM  1000      2075    1.04    0.00    0.00    0.00    1.04     0  java
09:34:20 PM  1000      2075   12.79    2.33    0.00    0.00   15.12     0  java
09:34:21 PM  1000      2075    1.03    0.00    0.00    0.00    1.03     0  java
09:34:22 PM  1000      2075   18.29    1.22    0.00    0.00   19.51     0  java
09:34:23 PM  1000      2075    1.02    0.00    0.00    0.00    1.02     0  java
09:34:24 PM  1000      2075    2.17    0.00    0.00    0.00    2.17     0  java
09:34:25 PM  1000      2075   18.29    6.10    0.00    0.00   24.39     0  java
09:34:26 PM  1000      2075    1.04    0.00    0.00    0.00    1.04     0  java
09:34:27 PM  1000      2075    5.26    0.00    0.00    0.00    5.26     0  java
09:34:28 PM  1000      2075   16.47    0.00    0.00    0.00   16.47     0  java
09:34:29 PM  1000      2075    4.12    0.00    0.00    0.00    4.12     0  java
09:34:30 PM  1000      2075    5.32    0.00    0.00    0.00    5.32     0  java
09:34:31 PM  1000      2075    3.30    1.10    0.00    0.00    4.40     0  java
09:34:32 PM  1000      2075    2.17    3.26    0.00    0.00    5.43     0  java
09:34:33 PM  1000      2075    2.11    0.00    0.00    0.00    2.11     0  java
09:34:34 PM  1000      2075    1.05    0.00    0.00    0.00    1.05     0  java
09:34:35 PM  1000      2075    1.04    0.00    0.00    0.00    1.04     0  java
09:34:36 PM  1000      2075   10.34    1.15    0.00    0.00   11.49     0  java
09:34:37 PM  1000      2075    0.00    0.00    0.00    0.00    0.00     0  java
09:34:38 PM  1000      2075    1.05    1.05    0.00    0.00    2.11     0  java
09:34:39 PM  1000      2075    0.00    0.00    0.00    0.00    0.00     0  java
09:34:40 PM  1000      2075    1.03    0.00    0.00    0.00    1.03     0  java
09:34:41 PM  1000      2075    0.00    0.00    0.00    0.00    0.00     0  java
09:34:42 PM  1000      2075    0.00    0.00    0.00    0.00    0.00     0  java
09:34:43 PM  1000      2075    0.00    0.00    0.00    0.00    0.00     0  java
09:34:44 PM  1000      2075    0.00    0.00    0.00    0.00    0.00     0  java
09:34:45 PM  1000      2075    1.04    0.00    0.00    0.00    1.04     0  java
09:34:46 PM  1000      2075    0.00    0.00    0.00    0.00    0.00     0  java
09:34:47 PM  1000      2075    0.00    0.00    0.00    0.00    0.00     0  java
Average:     1000      2075    6.60    0.54    0.00    0.00    7.13     -  java
