Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

08:59:19 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
08:59:20 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:59:21 PM    dev8-0      4,00     88,00     84,00      0,00     43,00      0,04     12,50      1,20
08:59:22 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:59:23 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:59:24 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:59:25 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:59:26 PM    dev8-0      3,00      0,00     80,00      0,00     26,67      0,04     13,33      0,80
08:59:27 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:59:28 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:59:29 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:59:30 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:59:31 PM    dev8-0      2,00      0,00     60,00      0,00     30,00      0,03     15,50      1,20
08:59:32 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:59:33 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:59:34 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
Average:       dev8-0      0,60      5,87     14,93      0,00     34,67      0,01     13,44      0,21
