Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

09:13:55 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
09:13:56 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:13:57 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:13:58 PM    dev8-0      2,00      0,00     32,00      0,00     16,00      0,00      0,50      0,40
09:13:59 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:14:00 PM    dev8-0      1,00      0,00     92,00      0,00     92,00      0,00      1,00      0,40
09:14:01 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     34,00      0,40
09:14:02 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:14:03 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:14:04 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:14:05 PM    dev8-0      1,00      0,00     28,00      0,00     28,00      0,00      1,00      0,40
09:14:06 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,06     56,00      0,40
09:14:07 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:14:08 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:14:09 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:14:10 PM    dev8-0      1,00      0,00     32,00      0,00     32,00      0,00      0,00      0,40
Average:       dev8-0      0,47      0,00     12,79      0,00     27,43      0,01     13,29      0,16
