Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

09:08:31 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
09:08:32 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:08:33 PM    dev8-0      2,00      0,00     80,00      0,00     40,00      0,04     19,00      1,20
09:08:34 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:08:35 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:08:36 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:08:37 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:08:38 PM    dev8-0      1,00      0,00     36,00      0,00     36,00      0,00      0,00      0,40
09:08:39 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     30,00      0,40
09:08:40 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:08:41 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:08:42 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:08:43 PM    dev8-0      1,00      0,00     24,00      0,00     24,00      0,00      1,00      0,40
09:08:44 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     33,00      0,40
09:08:45 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:08:46 PM    dev8-0     14,00      0,00     60,00      0,00      4,29      0,00      1,64      0,40
Average:       dev8-0      1,33      0,00     13,86      0,00     10,40      0,01      6,25      0,21
