Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

08:58:18 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
08:58:19 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:58:20 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:58:21 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:58:22 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:58:23 PM    dev8-0      1,00      0,00    100,00      0,00    100,00      0,00      0,00      0,40
08:58:24 PM    dev8-0      1,00      0,00      0,00      0,00      0,00      0,03     31,00      0,40
08:58:25 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:58:26 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:58:27 PM    dev8-0     17,00      0,00     72,00      0,00      4,24      0,00      1,82      0,40
08:58:28 PM    dev8-0      1,00      0,00     28,00      0,00     28,00      0,00      0,00      0,40
08:58:29 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:58:30 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      1,07   1068,00      0,40
08:58:31 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:58:32 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
08:58:33 PM    dev8-0      1,00      0,00     32,00      0,00     32,00      0,00      1,00      0,40
Average:       dev8-0      1,47      0,00     15,73      0,00     10,73      0,07     51,41      0,16
