Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

09:05:34 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
09:05:35 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:05:36 PM    dev8-0     43,00      0,00    200,00      0,00      4,65      0,00      1,05      1,20
09:05:37 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:05:38 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:05:39 PM    dev8-0      2,00      0,00     64,00      0,00     32,00      0,04     20,00      0,80
09:05:40 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:05:41 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:05:42 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:05:43 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:05:44 PM    dev8-0      1,00      0,00     32,00      0,00     32,00      0,00      0,00      0,40
09:05:45 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     33,00      0,40
09:05:46 PM    dev8-0      2,00      0,00     32,00      0,00     16,00      0,00      0,50      0,40
09:05:47 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:05:48 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
09:05:49 PM    dev8-0      2,00      0,00      8,00      0,00      4,00      0,00      0,50      0,40
Average:       dev8-0      3,40      0,00     22,67      0,00      6,67      0,00      2,35      0,24
