Linux 4.15.0-122-generic (bookstore) 	10/30/2020 	_x86_64_	(1 CPU)

10:42:33 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:42:34 PM  1000      1458    0.00    1.01    0.00    0.00    1.01     0  java
10:42:35 PM  1000      1458    0.00    0.00    0.00    0.00    0.00     0  java
10:42:36 PM  1000      1458   29.03    0.00    0.00    0.00   29.03     0  java
10:42:37 PM  1000      1458   42.22    0.00    0.00    0.00   42.22     0  java
10:42:38 PM  1000      1458   30.85    7.45    0.00    0.00   38.30     0  java
10:42:39 PM  1000      1458   25.84    0.00    0.00    0.00   25.84     0  java
10:42:40 PM  1000      1458   28.26    5.43    0.00    0.00   33.70     0  java
10:42:41 PM  1000      1458   50.00    2.38    0.00    0.00   52.38     0  java
10:42:42 PM  1000      1458   40.00    3.33    0.00    0.00   43.33     0  java
10:42:43 PM  1000      1458    0.00    0.00    0.00    0.00    0.00     0  java
10:42:44 PM  1000      1458    0.00    0.00    0.00    0.00    0.00     0  java
10:42:45 PM  1000      1458    1.01    0.00    0.00    0.00    1.01     0  java
10:42:46 PM  1000      1458    0.00    0.00    0.00    0.00    0.00     0  java
10:42:47 PM  1000      1458    1.02    0.00    0.00    0.00    1.02     0  java
10:42:48 PM  1000      1458    0.00    0.00    0.00    0.00    0.00     0  java
Average:     1000      1458   15.72    1.27    0.00    0.00   16.98     -  java
