Linux 4.15.0-122-generic (bookstore) 	10/30/2020 	_x86_64_	(1 CPU)

10:38:34 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:38:35 PM  1000      1458    0.00    0.00    0.00    0.00    0.00     0  java
10:38:36 PM  1000      1458    1.01    0.00    0.00    0.00    1.01     0  java
10:38:37 PM  1000      1458   26.04    1.04    0.00    0.00   27.08     0  java
10:38:38 PM  1000      1458   32.97    0.00    0.00    0.00   32.97     0  java
10:38:39 PM  1000      1458   71.05    9.21    0.00    0.00   80.26     0  java
10:38:40 PM  1000      1458   31.91    1.06    0.00    0.00   32.98     0  java
10:38:41 PM  1000      1458   23.91    5.43    0.00    0.00   29.35     0  java
10:38:42 PM  1000      1458   35.56    0.00    0.00    0.00   35.56     0  java
10:38:43 PM  1000      1458   36.56    0.00    0.00    0.00   36.56     0  java
10:38:44 PM  1000      1458   27.17    3.26    0.00    0.00   30.43     0  java
10:38:45 PM  1000      1458    0.00    0.00    0.00    0.00    0.00     0  java
10:38:46 PM  1000      1458    1.02    0.00    0.00    0.00    1.02     0  java
10:38:47 PM  1000      1458    0.00    0.00    0.00    0.00    0.00     0  java
10:38:48 PM  1000      1458    0.00    0.00    0.00    0.00    0.00     0  java
10:38:49 PM  1000      1458    0.00    0.00    0.00    0.00    0.00     0  java
Average:     1000      1458   17.99    1.20    0.00    0.00   19.19     -  java
