Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

09:43:40 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09:43:41 PM  1000      1617      0.00      0.00 1609952  512868  12.70  java
09:43:42 PM  1000      1617      0.00      0.00 1609952  512868  12.70  java
09:43:43 PM  1000      1617     45.45      0.00 1609952  513012  12.70  java
09:43:44 PM  1000      1617     20.00      0.00 1609952  513120  12.70  java
09:43:45 PM  1000      1617      2.15      0.00 1609952  513120  12.70  java
09:43:46 PM  1000      1617      8.33      0.00 1609952  513120  12.70  java
09:43:47 PM  1000      1617     39.33      0.00 1609952  513216  12.71  java
09:43:48 PM  1000      1617      4.30      0.00 1609952  513280  12.71  java
09:43:49 PM  1000      1617     77.01      0.00 1609952  513560  12.71  java
09:43:50 PM  1000      1617     12.50      0.00 1609952  513560  12.71  java
09:43:51 PM  1000      1617      3.37      0.00 1609952  513624  12.72  java
09:43:52 PM  1000      1617      3.26      0.00 1609952  513624  12.72  java
09:43:53 PM  1000      1617      0.00      0.00 1609952  513624  12.72  java
09:43:54 PM  1000      1617      0.00      0.00 1609952  513624  12.72  java
09:43:55 PM  1000      1617      0.00      0.00 1609952  513624  12.72  java
Average:     1000      1617     13.73      0.00 1609952  513323  12.71  java
