Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

09:48:17 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09:48:18 PM  1000      1617      0.00      0.00 1609952  516364  12.78  java
09:48:19 PM  1000      1617      0.00      0.00 1609952  516364  12.78  java
09:48:20 PM  1000      1617      5.49      0.00 1609952  516364  12.78  java
09:48:21 PM  1000      1617     68.54      0.00 1609952  516576  12.79  java
09:48:22 PM  1000      1617      2.15      0.00 1609952  516576  12.79  java
09:48:23 PM  1000      1617      1.03      0.00 1609952  516576  12.79  java
09:48:24 PM  1000      1617     13.64      0.00 1609952  516632  12.79  java
09:48:25 PM  1000      1617      2.17      0.00 1609952  516632  12.79  java
09:48:26 PM  1000      1617      9.89      0.00 1609952  516632  12.79  java
09:48:27 PM  1000      1617     70.00      0.00 1609952  516916  12.80  java
09:48:28 PM  1000      1617      8.99      0.00 1609952  516916  12.80  java
09:48:29 PM  1000      1617     10.99      0.00 1609952  516964  12.80  java
09:48:30 PM  1000      1617      5.15      0.00 1609952  517036  12.80  java
09:48:31 PM  1000      1617      0.00      0.00 1609952  517036  12.80  java
09:48:32 PM  1000      1617      0.00      0.00 1609952  517036  12.80  java
Average:     1000      1617     12.70      0.00 1609952  516708  12.79  java
