Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

09:44:32 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
09:44:33 PM  1000      1617      0.00      0.00 1609952  513624  12.72  java
09:44:34 PM  1000      1617      0.00      0.00 1609952  513624  12.72  java
09:44:35 PM  1000      1617     10.99      0.00 1609952  513700  12.72  java
09:44:36 PM  1000      1617      5.56      0.00 1609952  513764  12.72  java
09:44:37 PM  1000      1617      5.49      0.00 1609952  513764  12.72  java
09:44:38 PM  1000      1617     69.66      0.00 1609952  513980  12.72  java
09:44:39 PM  1000      1617     10.34      0.00 1609952  514044  12.73  java
09:44:40 PM  1000      1617     12.50      0.00 1609952  514044  12.73  java
09:44:41 PM  1000      1617     10.31      0.00 1609952  514044  12.73  java
09:44:42 PM  1000      1617      6.90      0.00 1609952  514108  12.73  java
09:44:43 PM  1000      1617      1.09      0.00 1609952  514108  12.73  java
09:44:44 PM  1000      1617     63.33      0.00 1609952  514316  12.73  java
09:44:45 PM  1000      1617      8.16      0.00 1609952  514388  12.73  java
09:44:46 PM  1000      1617      0.00      0.00 1609952  514388  12.73  java
09:44:47 PM  1000      1617      0.00      0.00 1609952  514388  12.73  java
Average:     1000      1617     13.21      0.00 1609952  514019  12.73  java
