Linux 4.15.0-124-generic (bookstore) 	12/08/2020 	_x86_64_	(1 CPU)

10:56:09 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:56:10 PM  1000      1953    0.00    1.05    0.00    0.00    1.05     0  java
10:56:11 PM  1000      1953    0.00    0.00    0.00    0.00    0.00     0  java
10:56:12 PM  1000      1953    5.56    3.33    0.00    0.00    8.89     0  java
10:56:13 PM  1000      1953    0.00    0.00    0.00    0.00    0.00     0  java
10:56:14 PM  1000      1953    1.05    0.00    0.00    0.00    1.05     0  java
10:56:15 PM  1000      1953    5.38    0.00    0.00    0.00    5.38     0  java
10:56:16 PM  1000      1953    0.00    2.08    0.00    0.00    2.08     0  java
10:56:17 PM  1000      1953    5.56    0.00    0.00    0.00    5.56     0  java
10:56:18 PM  1000      1953    1.06    0.00    0.00    0.00    1.06     0  java
10:56:19 PM  1000      1953    8.51    2.13    0.00    0.00   10.64     0  java
10:56:20 PM  1000      1953   12.77    0.00    0.00    0.00   12.77     0  java
10:56:21 PM  1000      1953   24.71    1.18    0.00    0.00   25.88     0  java
10:56:22 PM  1000      1953   17.02    0.00    0.00    0.00   17.02     0  java
10:56:23 PM  1000      1953   19.10    0.00    0.00    0.00   19.10     0  java
10:56:24 PM  1000      1953   35.00    0.00    0.00    0.00   35.00     0  java
10:56:25 PM  1000      1953   22.99    0.00    0.00    0.00   22.99     0  java
10:56:26 PM  1000      1953   23.33    0.00    0.00    0.00   23.33     0  java
10:56:27 PM  1000      1953   25.00    0.00    0.00    0.00   25.00     0  java
10:56:28 PM  1000      1953    4.35    0.00    0.00    0.00    4.35     0  java
10:56:29 PM  1000      1953   16.09    0.00    0.00    0.00   16.09     0  java
10:56:30 PM  1000      1953    0.00    1.05    0.00    0.00    1.05     0  java
10:56:31 PM  1000      1953    2.17    2.17    0.00    0.00    4.35     0  java
10:56:32 PM  1000      1953   15.85    4.88    0.00    0.00   20.73     0  java
10:56:33 PM  1000      1953    1.02    0.00    0.00    0.00    1.02     0  java
10:56:34 PM  1000      1953   28.57    1.30    0.00    0.00   29.87     0  java
10:56:35 PM  1000      1953    0.00    0.00    0.00    0.00    0.00     0  java
10:56:36 PM  1000      1953    1.04    0.00    0.00    0.00    1.04     0  java
10:56:37 PM  1000      1953   12.64    1.15    0.00    0.00   13.79     0  java
10:56:38 PM  1000      1953    3.19    2.13    0.00    0.00    5.32     0  java
10:56:39 PM  1000      1953    2.13    0.00    0.00    0.00    2.13     0  java
10:56:40 PM  1000      1953    4.35    1.09    0.00    0.00    5.43     0  java
10:56:41 PM  1000      1953    1.06    0.00    0.00    0.00    1.06     0  java
10:56:42 PM  1000      1953   13.79    1.15    0.00    0.00   14.94     0  java
10:56:43 PM  1000      1953    7.61    1.09    0.00    0.00    8.70     0  java
10:56:44 PM  1000      1953    0.00    0.00    0.00    0.00    0.00     0  java
10:56:45 PM  1000      1953    1.05    1.05    0.00    0.00    2.11     0  java
10:56:46 PM  1000      1953    0.00    0.00    0.00    0.00    0.00     0  java
10:56:47 PM  1000      1953    1.03    0.00    0.00    0.00    1.03     0  java
10:56:48 PM  1000      1953    0.00    0.00    0.00    0.00    0.00     0  java
10:56:49 PM  1000      1953    0.00    0.00    0.00    0.00    0.00     0  java
Average:     1000      1953    7.60    0.65    0.00    0.00    8.25     -  java
