Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

11:05:13 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:05:14 PM  1000      1483    0.00    1.03    0.00    0.00    1.03     0  java
11:05:15 PM  1000      1483    0.00    0.00    0.00    0.00    0.00     0  java
11:05:16 PM  1000      1483   42.35    4.71    0.00    0.00   47.06     0  java
11:05:18 PM  1000      1483   54.76    3.57    0.00    0.00   58.33     0  java
11:05:19 PM  1000      1483   64.56    0.00    0.00    0.00   64.56     0  java
11:05:20 PM  1000      1483   37.23    0.00    0.00    0.00   37.23     0  java
11:05:21 PM  1000      1483   60.49    2.47    0.00    0.00   62.96     0  java
11:05:22 PM  1000      1483   49.41    0.00    0.00    0.00   49.41     0  java
11:05:23 PM  1000      1483   47.06    2.35    0.00    0.00   49.41     0  java
11:05:24 PM  1000      1483   40.70    0.00    0.00    0.00   40.70     0  java
11:05:25 PM  1000      1483   51.19    0.00    0.00    0.00   51.19     0  java
11:05:26 PM  1000      1483   51.19    1.19    0.00    0.00   52.38     0  java
11:05:27 PM  1000      1483   30.00    0.00    0.00    0.00   30.00     0  java
11:05:28 PM  1000      1483    0.00    0.00    0.00    0.00    0.00     0  java
11:05:29 PM  1000      1483    0.00    0.00    0.00    0.00    0.00     0  java
Average:     1000      1483   33.63    0.98    0.00    0.00   34.61     -  java
