Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

11:11:23 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:11:24 PM  1000      1483    0.00    0.00    0.00    0.00    0.00     0  java
11:11:25 PM  1000      1483    0.00    0.00    0.00    0.00    0.00     0  java
11:11:26 PM  1000      1483    0.00    0.00    0.00    0.00    0.00     0  java
11:11:27 PM  1000      1483   28.26    2.17    0.00    0.00   30.43     0  java
11:11:28 PM  1000      1483   55.42    2.41    0.00    0.00   57.83     0  java
11:11:29 PM  1000      1483   31.52    0.00    0.00    0.00   31.52     0  java
11:11:30 PM  1000      1483   25.53    0.00    0.00    0.00   25.53     0  java
11:11:31 PM  1000      1483   41.38    0.00    0.00    0.00   41.38     0  java
11:11:32 PM  1000      1483   36.67    0.00    0.00    0.00   36.67     0  java
11:11:33 PM  1000      1483   25.81    0.00    0.00    0.00   25.81     0  java
11:11:34 PM  1000      1483   39.53    0.00    0.00    0.00   39.53     0  java
11:11:35 PM  1000      1483   38.20    1.12    0.00    0.00   39.33     0  java
11:11:36 PM  1000      1483   24.73    2.15    0.00    0.00   26.88     0  java
11:11:37 PM  1000      1483    0.00    0.00    0.00    0.00    0.00     0  java
11:11:38 PM  1000      1483    1.01    0.00    0.00    0.00    1.01     0  java
Average:     1000      1483   22.30    0.50    0.00    0.00   22.81     -  java
