Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

11:36:59 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:37:00 PM  1000      1453      0.00      0.00 1612672  526840  13.04  java
11:37:01 PM  1000      1453      0.00      0.00 1612672  526840  13.04  java
11:37:02 PM  1000      1453      4.21      0.00 1612672  526840  13.04  java
11:37:03 PM  1000      1453      0.00      0.00 1612672  526840  13.04  java
11:37:04 PM  1000      1453     26.67      0.00 1612672  526928  13.04  java
11:37:05 PM  1000      1453      1.04      0.00 1612672  526928  13.04  java
11:37:06 PM  1000      1453     25.68      0.00 1612672  527028  13.05  java
11:37:07 PM  1000      1453     10.00      0.00 1612672  527028  13.05  java
11:37:08 PM  1000      1453      0.00      0.00 1612672  527028  13.05  java
11:37:09 PM  1000      1453     15.56      0.00 1612672  527080  13.05  java
11:37:10 PM  1000      1453      3.53      0.00 1612672  527080  13.05  java
11:37:11 PM  1000      1453      0.00      0.00 1612672  527080  13.05  java
11:37:12 PM  1000      1453      2.11      0.00 1612672  527080  13.05  java
11:37:13 PM  1000      1453      1.03      0.00 1612672  527080  13.05  java
11:37:14 PM  1000      1453      0.00      0.00 1612672  527080  13.05  java
Average:     1000      1453      5.42      0.00 1612672  526985  13.05  java
