Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

11:33:00 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:33:01 PM  1000      1453      0.00      0.00 1611476  523788  12.97  java
11:33:02 PM  1000      1453      0.00      0.00 1611476  523788  12.97  java
11:33:03 PM  1000      1453     10.23      0.00 1611476  523848  12.97  java
11:33:04 PM  1000      1453     10.47      0.00 1611476  523848  12.97  java
11:33:05 PM  1000      1453     19.05      0.00 1611476  523908  12.97  java
11:33:06 PM  1000      1453     32.43      0.00 1611476  524008  12.97  java
11:33:07 PM  1000      1453     14.63      0.00 1611476  524008  12.97  java
11:33:08 PM  1000      1453     10.23      0.00 1611476  524104  12.97  java
11:33:09 PM  1000      1453     20.51      0.00 1611476  524140  12.98  java
11:33:10 PM  1000      1453     27.03      0.00 1611476  524236  12.98  java
11:33:11 PM  1000      1453     16.00      0.00 1611476  524284  12.98  java
11:33:12 PM  1000      1453    544.07      0.00 1612672  525492  13.01  java
11:33:13 PM  1000      1453      0.00      0.00 1612672  525492  13.01  java
11:33:14 PM  1000      1453      0.00      0.00 1612672  525492  13.01  java
11:33:15 PM  1000      1453      0.00      0.00 1612672  525492  13.01  java
Average:     1000      1453     35.03      0.00 1611795  524395  12.98  java
