Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

07:00:31 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
07:00:32 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:00:33 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:00:34 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:00:35 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:00:36 PM    dev8-0      1,00      0,00     88,00      0,00     88,00      0,00      1,00      0,40
07:00:37 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,39    389,00      0,40
07:00:38 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:00:39 PM    dev8-0      2,00      0,00     32,00      0,00     16,00      0,00      0,50      0,40
07:00:40 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:00:41 PM    dev8-0      1,00      0,00     28,00      0,00     28,00      0,00      1,00      0,40
07:00:42 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     29,00      0,40
07:00:43 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:00:44 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:00:45 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:00:46 PM    dev8-0      1,00      0,00     28,00      0,00     28,00      0,00      0,00      0,40
Average:       dev8-0      0,47      0,00     12,27      0,00     26,29      0,03     60,14      0,16
