Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

07:08:33 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
07:08:34 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:08:35 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:08:36 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:08:37 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:08:38 PM    dev8-0      1,00      0,00     92,00      0,00     92,00      0,00      1,00      0,40
07:08:39 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     29,00      0,40
07:08:40 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:08:41 PM    dev8-0     22,00      0,00     96,00      0,00      4,36      0,00      1,45      0,40
07:08:42 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:08:43 PM    dev8-0      1,00      0,00     36,00      0,00     36,00      0,00      0,00      0,40
07:08:44 PM    dev8-0      0,99      0,00      3,96      0,00      4,00      0,03     33,00      0,40
07:08:45 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:08:46 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:08:47 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:08:48 PM    dev8-0      1,00      0,00     28,00      0,00     28,00      0,00      1,00      0,40
Average:       dev8-0      1,80      0,00     17,32      0,00      9,63      0,00      3,56      0,16
