Linux 5.4.0-42-generic (terumi-pc) 	10/15/2020 	_x86_64_	(8 CPU)

07:02:10 PM       DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
07:02:11 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,04     40,00      0,40
07:02:12 PM    dev8-0     26,00      0,00    136,00      0,00      5,23      0,00      1,54      0,80
07:02:13 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:02:14 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:02:15 PM    dev8-0      1,00      0,00     92,00      0,00     92,00      0,00      0,00      0,40
07:02:16 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,04     41,00      0,40
07:02:17 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:02:18 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:02:19 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:02:20 PM    dev8-0      1,00      0,00     28,00      0,00     28,00      0,00      1,00      0,40
07:02:21 PM    dev8-0      1,00      0,00      4,00      0,00      4,00      0,03     34,00      0,40
07:02:22 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:02:23 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:02:24 PM    dev8-0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
07:02:25 PM    dev8-0      1,00      0,00     32,00      0,00     32,00      0,00      1,00      0,40
Average:       dev8-0      2,13      0,00     20,00      0,00      9,38      0,01      4,91      0,21
