Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

10:18:03 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:18:04 PM  1000      1480      1.02      0.00 1615184  516732  12.79  java
10:18:05 PM  1000      1480      0.00      0.00 1615184  516732  12.79  java
10:18:06 PM  1000      1480      6.98      0.00 1615184  516732  12.79  java
10:18:07 PM  1000      1480      1.09      0.00 1615184  516732  12.79  java
10:18:08 PM  1000      1480      0.00      0.00 1615184  516732  12.79  java
10:18:09 PM  1000      1480     14.13      0.00 1615184  516940  12.80  java
10:18:10 PM  1000      1480      5.62      0.00 1615184  516940  12.80  java
10:18:11 PM  1000      1480      3.30      0.00 1615184  516940  12.80  java
10:18:12 PM  1000      1480      6.52      0.00 1615184  516940  12.80  java
10:18:13 PM  1000      1480     24.69      0.00 1615184  517000  12.80  java
10:18:14 PM  1000      1480     48.57      0.00 1615184  517104  12.80  java
10:18:15 PM  1000      1480      2.15      0.00 1615184  517172  12.80  java
10:18:16 PM  1000      1480      7.45      0.00 1615184  517172  12.80  java
10:18:17 PM  1000      1480      0.00      0.00 1615184  517172  12.80  java
10:18:18 PM  1000      1480      0.00      0.00 1615184  517172  12.80  java
Average:     1000      1480      7.17      0.00 1615184  516947  12.80  java
