Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

10:17:11 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
10:17:13 PM  1000      1480      0.00      0.00 1615184  516080  12.78  java
10:17:14 PM  1000      1480      0.00      0.00 1615184  516080  12.78  java
10:17:14 PM  1000      1480     47.67      0.00 1615184  516276  12.78  java
10:17:15 PM  1000      1480     15.66      0.00 1615184  516276  12.78  java
10:17:17 PM  1000      1480     10.59      0.00 1615184  516344  12.78  java
10:17:18 PM  1000      1480    103.37      0.00 1615184  516692  12.79  java
10:17:19 PM  1000      1480      0.00      0.00 1615184  516692  12.79  java
10:17:20 PM  1000      1480      0.00      0.00 1615184  516692  12.79  java
10:17:21 PM  1000      1480      0.00      0.00 1615184  516692  12.79  java
10:17:22 PM  1000      1480      6.67      0.00 1615184  516692  12.79  java
10:17:23 PM  1000      1480      0.00      0.00 1615184  516692  12.79  java
10:17:24 PM  1000      1480      0.00      0.00 1615184  516692  12.79  java
10:17:25 PM  1000      1480     28.17      0.00 1615184  516732  12.79  java
10:17:26 PM  1000      1480      0.00      0.00 1615184  516732  12.79  java
10:17:27 PM  1000      1480      0.00      0.00 1615184  516732  12.79  java
Average:     1000      1480     13.40      0.00 1615184  516540  12.79  java
