Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

01:52:16 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:52:17 AM  1000      1907    6.52    1.09    0.00    0.00    7.61     0  java
01:52:18 AM  1000      1907    2.17    0.00    0.00    0.00    2.17     0  java
01:52:19 AM  1000      1907    4.26    1.06    0.00    0.00    5.32     0  java
01:52:20 AM  1000      1907    5.32    1.06    0.00    0.00    6.38     0  java
01:52:21 AM  1000      1907    7.37    0.00    0.00    0.00    7.37     0  java
01:52:22 AM  1000      1907   15.38    0.00    0.00    0.00   15.38     0  java
01:52:23 AM  1000      1907   11.58    0.00    0.00    0.00   11.58     0  java
01:52:24 AM  1000      1907   12.77    0.00    0.00    0.00   12.77     0  java
01:52:25 AM  1000      1907  100.00    0.00    0.00    0.00  100.00     0  java
01:52:26 AM  1000      1907   11.96    0.00    0.00    0.00   11.96     0  java
01:52:27 AM  1000      1907   12.09    0.00    0.00    0.00   12.09     0  java
01:52:28 AM  1000      1907   20.73    1.22    0.00    0.00   21.95     0  java
01:52:29 AM  1000      1907   10.11    0.00    0.00    0.00   10.11     0  java
01:52:30 AM  1000      1907   23.75    0.00    0.00    0.00   23.75     0  java
01:52:31 AM  1000      1907    5.32    0.00    0.00    0.00    5.32     0  java
01:52:32 AM  1000      1907    2.13    0.00    0.00    0.00    2.13     0  java
01:52:33 AM  1000      1907   14.61    0.00    0.00    0.00   14.61     0  java
01:52:34 AM  1000      1907    2.13    0.00    0.00    0.00    2.13     0  java
01:52:35 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:52:36 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:52:37 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:52:38 AM  1000      1907    1.04    0.00    0.00    0.00    1.04     0  java
01:52:39 AM  1000      1907    0.00    1.04    0.00    0.00    1.04     0  java
01:52:40 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:52:41 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:52:42 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:52:43 AM  1000      1907    1.04    0.00    0.00    0.00    1.04     0  java
01:52:44 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:52:45 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:52:46 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
Average:     1000      1907    8.05    0.18    0.00    0.00    8.23     -  java
