Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

01:55:38 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:55:39 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:55:40 AM  1000      1907    6.82    2.27    0.00    0.00    9.09     0  java
01:55:41 AM  1000      1907    1.05    0.00    0.00    0.00    1.05     0  java
01:55:42 AM  1000      1907    1.08    3.23    0.00    0.00    4.30     0  java
01:55:43 AM  1000      1907    6.38    1.06    0.00    0.00    7.45     0  java
01:55:44 AM  1000      1907   13.04    0.00    0.00    0.00   13.04     0  java
01:55:45 AM  1000      1907    6.25    4.17    0.00    0.00   10.42     0  java
01:55:46 AM  1000      1907   22.09    1.16    0.00    0.00   23.26     0  java
01:55:47 AM  1000      1907   11.70    0.00    0.00    0.00   11.70     0  java
01:55:48 AM  1000      1907   10.99    0.00    0.00    0.00   10.99     0  java
01:55:49 AM  1000      1907   11.83    1.08    0.00    0.00   12.90     0  java
01:55:50 AM  1000      1907   12.64    1.15    0.00    0.00   13.79     0  java
01:55:51 AM  1000      1907   18.75    1.25    0.00    0.00   20.00     0  java
01:55:52 AM  1000      1907    1.03    0.00    0.00    0.00    1.03     0  java
01:55:53 AM  1000      1907    8.99    2.25    0.00    0.00   11.24     0  java
01:55:54 AM  1000      1907   21.25    3.75    0.00    0.00   25.00     0  java
01:55:55 AM  1000      1907    8.99    0.00    0.00    0.00    8.99     0  java
01:55:56 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:55:57 AM  1000      1907    2.15    0.00    0.00    0.00    2.15     0  java
01:55:58 AM  1000      1907    1.05    0.00    0.00    0.00    1.05     0  java
01:55:59 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:56:00 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:56:01 AM  1000      1907    1.03    0.00    0.00    0.00    1.03     0  java
01:56:02 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:56:03 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:56:04 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:56:05 AM  1000      1907    1.03    0.00    0.00    0.00    1.03     0  java
01:56:06 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:56:07 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:56:08 AM  1000      1907    1.04    0.00    0.00    0.00    1.04     0  java
Average:     1000      1907    5.33    0.68    0.00    0.00    6.01     -  java
