Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

01:53:18 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:53:19 AM  1000      1907    3.12    0.00    0.00    0.00    3.12     0  java
01:53:20 AM  1000      1907    5.68    1.14    0.00    0.00    6.82     0  java
01:53:21 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:53:22 AM  1000      1907    4.26    1.06    0.00    0.00    5.32     0  java
01:53:23 AM  1000      1907   15.73    2.25    0.00    0.00   17.98     0  java
01:53:24 AM  1000      1907   15.38    0.00    0.00    0.00   15.38     0  java
01:53:25 AM  1000      1907   13.64    0.00    0.00    0.00   13.64     0  java
01:53:26 AM  1000      1907    9.68    1.08    0.00    0.00   10.75     0  java
01:53:27 AM  1000      1907   30.12    0.00    0.00    0.00   30.12     0  java
01:53:28 AM  1000      1907   43.06    5.56    0.00    0.00   48.61     0  java
01:53:29 AM  1000      1907   62.12    7.58    0.00    0.00   69.70     0  java
01:53:30 AM  1000      1907   54.93    2.82    0.00    0.00   57.75     0  java
01:53:31 AM  1000      1907   27.63    2.63    0.00    0.00   30.26     0  java
01:53:32 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:53:33 AM  1000      1907    7.61    0.00    0.00    0.00    7.61     0  java
01:53:34 AM  1000      1907   32.43    4.05    0.00    0.00   36.49     0  java
01:53:35 AM  1000      1907    6.59    0.00    0.00    0.00    6.59     0  java
01:53:36 AM  1000      1907    8.99    1.12    0.00    0.00   10.11     0  java
01:53:37 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:53:38 AM  1000      1907    1.04    0.00    0.00    0.00    1.04     0  java
01:53:39 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:53:40 AM  1000      1907    1.04    0.00    0.00    0.00    1.04     0  java
01:53:41 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:53:42 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:53:43 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:53:44 AM  1000      1907    1.04    0.00    0.00    0.00    1.04     0  java
01:53:45 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:53:46 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:53:47 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:53:48 AM  1000      1907    0.00    1.03    0.00    0.00    1.03     0  java
Average:     1000      1907    9.85    0.85    0.00    0.00   10.70     -  java
