Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

01:56:41 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:56:42 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:56:43 AM  1000      1907   28.95    1.32    0.00    0.00   30.26     0  java
01:56:44 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:56:45 AM  1000      1907    1.04    1.04    0.00    0.00    2.08     0  java
01:56:46 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:56:47 AM  1000      1907    6.52    0.00    0.00    0.00    6.52     0  java
01:56:48 AM  1000      1907   10.75    0.00    0.00    0.00   10.75     0  java
01:56:49 AM  1000      1907   19.10    0.00    0.00    0.00   19.10     0  java
01:56:50 AM  1000      1907   15.73    1.12    0.00    0.00   16.85     0  java
01:56:51 AM  1000      1907   14.13    0.00    0.00    0.00   14.13     0  java
01:56:52 AM  1000      1907   19.10    0.00    0.00    0.00   19.10     0  java
01:56:53 AM  1000      1907   12.90    0.00    0.00    0.00   12.90     0  java
01:56:54 AM  1000      1907   20.69    0.00    0.00    0.00   20.69     0  java
01:56:55 AM  1000      1907   21.95    3.66    0.00    0.00   25.61     0  java
01:56:56 AM  1000      1907  100.00   10.00    0.00    0.00  100.00     0  java
01:56:57 AM  1000      1907    7.61    0.00    0.00    0.00    7.61     0  java
01:56:58 AM  1000      1907   18.29    2.44    0.00    0.00   20.73     0  java
01:56:59 AM  1000      1907    5.32    0.00    0.00    0.00    5.32     0  java
01:57:00 AM  1000      1907   11.36    2.27    0.00    0.00   13.64     0  java
01:57:01 AM  1000      1907    2.13    1.06    0.00    0.00    3.19     0  java
01:57:02 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:57:03 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:57:04 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:57:05 AM  1000      1907    1.03    0.00    0.00    0.00    1.03     0  java
01:57:06 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:57:07 AM  1000      1907    0.00    1.04    0.00    0.00    1.04     0  java
01:57:08 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:57:09 AM  1000      1907    1.03    0.00    0.00    0.00    1.03     0  java
01:57:10 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:57:11 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
Average:     1000      1907    9.19    0.62    0.00    0.00    9.82     -  java
