Linux 4.15.0-124-generic (bookstore) 	12/14/2020 	_x86_64_	(1 CPU)

01:54:29 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:54:30 AM  1000      1907    6.59    3.30    0.00    0.00    9.89     0  java
01:54:31 AM  1000      1907    1.08    0.00    0.00    0.00    1.08     0  java
01:54:32 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:54:33 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:54:34 AM  1000      1907    1.05    0.00    0.00    0.00    1.05     0  java
01:54:35 AM  1000      1907    4.21    0.00    0.00    0.00    4.21     0  java
01:54:36 AM  1000      1907   11.24    1.12    0.00    0.00   12.36     0  java
01:54:37 AM  1000      1907   13.19    0.00    0.00    0.00   13.19     0  java
01:54:38 AM  1000      1907   15.22    0.00    0.00    0.00   15.22     0  java
01:54:39 AM  1000      1907   16.67    0.00    0.00    0.00   16.67     0  java
01:54:40 AM  1000      1907   19.54    0.00    0.00    0.00   19.54     0  java
01:54:41 AM  1000      1907   12.22    0.00    0.00    0.00   12.22     0  java
01:54:42 AM  1000      1907   16.13    0.00    0.00    0.00   16.13     0  java
01:54:43 AM  1000      1907   11.36    1.14    0.00    0.00   12.50     0  java
01:54:44 AM  1000      1907    5.56    1.11    0.00    0.00    6.67     0  java
01:54:45 AM  1000      1907    4.55    1.14    0.00    0.00    5.68     0  java
01:54:46 AM  1000      1907    7.61    0.00    0.00    0.00    7.61     0  java
01:54:47 AM  1000      1907   16.47    0.00    0.00    0.00   16.47     0  java
01:54:48 AM  1000      1907    1.04    0.00    0.00    0.00    1.04     0  java
01:54:49 AM  1000      1907   16.67    2.38    0.00    0.00   19.05     0  java
01:54:50 AM  1000      1907  100.00    9.62    0.00    0.00  100.00     0  java
01:54:51 AM  1000      1907    4.21    0.00    0.00    0.00    4.21     0  java
01:54:52 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:54:53 AM  1000      1907    1.06    0.00    0.00    0.00    1.06     0  java
01:54:54 AM  1000      1907    1.05    0.00    0.00    0.00    1.05     0  java
01:54:55 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:54:56 AM  1000      1907    1.04    0.00    0.00    0.00    1.04     0  java
01:54:57 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:54:58 AM  1000      1907    0.00    0.00    0.00    0.00    0.00     0  java
01:54:59 AM  1000      1907    3.16    2.11    0.00    0.00    5.26     0  java
Average:     1000      1907    8.31    0.59    0.00    0.00    8.89     -  java
