Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

10:47:25 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:47:26 PM  1000      1576    0.00    0.00    0.00    0.00    0.00     0  java
10:47:27 PM  1000      1576    1.01    0.00    0.00    0.00    1.01     0  java
10:47:28 PM  1000      1576    8.42    1.05    0.00    0.00    9.47     0  java
10:47:29 PM  1000      1576   17.02    1.06    0.00    0.00   18.09     0  java
10:47:30 PM  1000      1576   28.57    0.00    0.00    0.00   28.57     0  java
10:47:31 PM  1000      1576   30.00    0.00    0.00    0.00   30.00     0  java
10:47:32 PM  1000      1576   23.66    0.00    0.00    0.00   23.66     0  java
10:47:33 PM  1000      1576   30.00    0.00    0.00    0.00   30.00     0  java
10:47:34 PM  1000      1576   32.95    0.00    0.00    0.00   32.95     0  java
10:47:35 PM  1000      1576   25.27    0.00    0.00    0.00   25.27     0  java
10:47:36 PM  1000      1576   28.89    0.00    0.00    0.00   28.89     0  java
10:47:37 PM  1000      1576   30.34    0.00    0.00    0.00   30.34     0  java
10:47:38 PM  1000      1576   32.97    0.00    0.00    0.00   32.97     0  java
10:47:39 PM  1000      1576    0.00    0.00    0.00    0.00    0.00     0  java
10:47:40 PM  1000      1576    2.06    0.00    0.00    0.00    2.06     0  java
Average:     1000      1576   18.94    0.14    0.00    0.00   19.08     -  java
