Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

10:48:58 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:48:59 PM  1000      1576    0.00    0.00    0.00    0.00    0.00     0  java
10:49:00 PM  1000      1576    1.01    0.00    0.00    0.00    1.01     0  java
10:49:01 PM  1000      1576   14.13    6.52    0.00    0.00   20.65     0  java
10:49:02 PM  1000      1576   26.67    0.00    0.00    0.00   26.67     0  java
10:49:03 PM  1000      1576   25.00    2.17    0.00    0.00   27.17     0  java
10:49:04 PM  1000      1576   29.21    0.00    0.00    0.00   29.21     0  java
10:49:05 PM  1000      1576   39.76    6.02    0.00    0.00   45.78     0  java
10:49:06 PM  1000      1576   29.89    4.60    0.00    0.00   34.48     0  java
10:49:07 PM  1000      1576   21.65    0.00    0.00    0.00   21.65     0  java
10:49:08 PM  1000      1576   17.71    0.00    0.00    0.00   17.71     0  java
10:49:09 PM  1000      1576   38.82    0.00    0.00    0.00   38.82     0  java
10:49:10 PM  1000      1576   27.78    0.00    0.00    0.00   27.78     0  java
10:49:11 PM  1000      1576   26.37    3.30    0.00    0.00   29.67     0  java
10:49:12 PM  1000      1576    0.00    0.00    0.00    0.00    0.00     0  java
10:49:13 PM  1000      1576    0.00    0.00    0.00    0.00    0.00     0  java
Average:     1000      1576   19.19    1.44    0.00    0.00   20.63     -  java
