Linux 4.15.0-122-generic (bookstore) 	10/28/2020 	_x86_64_	(1 CPU)

10:45:06 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:45:07 PM  1000      1576    0.00    0.00    0.00    0.00    0.00     0  java
10:45:08 PM  1000      1576    0.00    0.00    0.00    0.00    0.00     0  java
10:45:09 PM  1000      1576   22.47    4.49    0.00    0.00   26.97     0  java
10:45:10 PM  1000      1576   35.23    0.00    0.00    0.00   35.23     0  java
10:45:11 PM  1000      1576   27.17    0.00    0.00    0.00   27.17     0  java
10:45:12 PM  1000      1576   23.66    1.08    0.00    0.00   24.73     0  java
10:45:13 PM  1000      1576   28.57    0.00    0.00    0.00   28.57     0  java
10:45:14 PM  1000      1576   32.22    0.00    0.00    0.00   32.22     0  java
10:45:15 PM  1000      1576   25.26    0.00    0.00    0.00   25.26     0  java
10:45:16 PM  1000      1576   26.67    0.00    0.00    0.00   26.67     0  java
10:45:17 PM  1000      1576   34.07    0.00    0.00    0.00   34.07     0  java
10:45:18 PM  1000      1576   34.83    0.00    0.00    0.00   34.83     0  java
10:45:19 PM  1000      1576   50.62    2.47    0.00    0.00   53.09     0  java
10:45:20 PM  1000      1576    1.02    0.00    0.00    0.00    1.02     0  java
10:45:21 PM  1000      1576    0.00    0.00    0.00    0.00    0.00     0  java
Average:     1000      1576   22.04    0.51    0.00    0.00   22.54     -  java
